GEOID,AGE_GROUP,SEX,PERCENT_OF_AGE_SEX_COHORT
13,10-14,MALE,0.009683645461486244
28,5-9,FEMALE,0.00006887530051038542
72,70-74,FEMALE,0.00004411931654034869
45,65-69,MALE,0.001193605134948117
01,50-54,MALE,0.0007995266629271036
51,45-49,FEMALE,0.019542885040519768
05,70-74,MALE,0.0004868684060610074
53,75-79,MALE,0.011036772377059618
05,35-39,FEMALE,0.00021865661691293416
04,45-49,FEMALE,0.007437704796197457
40,75-79,FEMALE,0.0007596464564825393
40,5-9,FEMALE,0.0009497543036389802
44,85+,FEMALE,0.00021850163696894044
42,5-9,FEMALE,0.013079986316787254
39,15-19,MALE,0.008992547814843859
50,50-54,MALE,0.000024031471116828987
13,60-64,FEMALE,0.007488330229136116
54,10-14,MALE,4.597326111733604e-6
19,50-54,FEMALE,0.0005021139732371975
39,25-29,MALE,0.007071030123285077
24,60-64,FEMALE,0.009483728399636621
33,80-84,MALE,0.00010748857403182065
34,50-54,FEMALE,0.019791459682040182
05,15-19,FEMALE,0.00024715697196260936
42,5-9,MALE,0.01358963382313784
29,85+,MALE,0.0012667572517661783
22,10-14,FEMALE,0.0007169912919588783
54,20-24,MALE,0.00006811109900926964
22,60-64,FEMALE,0.0005441057546180603
30,65-69,FEMALE,0.000024631285603689904
45,0-4,FEMALE,0.0014513366867536092
31,10-14,FEMALE,0.0002532292916202639
50,0-4,FEMALE,6.254299482057137e-6
12,75-79,FEMALE,0.2075605573033268
26,65-69,MALE,0.005718474939768584
30,45-49,MALE,9.982660354124062e-6
26,25-29,MALE,0.00884629474796012
40,45-49,MALE,0.0010066354249846131
40,40-44,FEMALE,0.000577593487522142
08,75-79,FEMALE,0.004036127422130443
27,60-64,FEMALE,0.0022789797486670368
56,45-49,MALE,0.0
24,70-74,MALE,0.008981516305888811
12,40-44,MALE,0.1407921076227658
47,85+,MALE,0.0015701864082434012
54,60-64,FEMALE,4.095356246447822e-6
21,0-4,FEMALE,0.0008406011192754413
37,75-79,MALE,0.00684812824913735
42,45-49,MALE,0.010366349921756795
09,50-54,FEMALE,0.0021610360609134894
31,45-49,FEMALE,0.00035236181324356904
37,55-59,MALE,0.007736067189882392
24,0-4,MALE,0.010179470863576729
37,25-29,MALE,0.011785059155108584
15,30-34,MALE,0.0016399160838679538
30,50-54,FEMALE,0.00002354031534394757
35,85+,MALE,0.00045681641645601065
49,20-24,FEMALE,0.004290177531814525
09,80-84,MALE,0.002285524400782399
39,30-34,FEMALE,0.005845093275022095
49,20-24,MALE,0.005825367790022916
19,65-69,FEMALE,0.00034209186193595993
09,20-24,FEMALE,0.0022113662334950733
06,50-54,MALE,0.4051146536705537
16,80-84,FEMALE,0.00008879918026774112
02,65-69,MALE,0.000025824182157244765
30,40-44,FEMALE,0.000013364321282934772
48,85+,FEMALE,0.1090879241510096
22,15-19,FEMALE,0.0006727377766060159
18,15-19,MALE,0.003341131929172996
23,65-69,MALE,0.000022351193874405113
09,60-64,MALE,0.0014243652684864292
06,65-69,MALE,0.4136015880636664
51,10-14,MALE,0.01959572595824788
36,85+,FEMALE,0.08843923828057691
31,35-39,FEMALE,0.00014668765457872036
19,70-74,MALE,0.0002717654746775194
54,10-14,FEMALE,2.72077248681804e-6
39,60-64,MALE,0.00648450763076584
01,15-19,FEMALE,0.0006403758830678333
28,75-79,MALE,0.00012200349662786496
19,30-34,MALE,0.0004658606585061231
33,55-59,MALE,0.00009184872226721762
53,15-19,MALE,0.01486342733711061
48,20-24,MALE,0.16499301189878132
56,50-54,MALE,2.427351328642651e-6
31,85+,FEMALE,0.0002467740309269884
39,40-44,MALE,0.006854229586193193
40,60-64,MALE,0.00047012135629919706
40,10-14,MALE,0.0010664067576351102
29,10-14,MALE,0.001655147775950845
55,35-39,FEMALE,0.001137515073300277
72,30-34,MALE,0.000030669648045509827
36,45-49,FEMALE,0.10399916082813318
37,65-69,MALE,0.00769819105086376
53,0-4,FEMALE,0.017835692652123595
06,35-39,FEMALE,0.41207141316350365
38,40-44,FEMALE,0.00002716318590717955
49,65-69,FEMALE,0.0010596334759931162
28,65-69,FEMALE,0.00005535790869309793
32,25-29,MALE,0.0009497703828589752
32,45-49,FEMALE,0.0013896923639086954
11,50-54,MALE,0.00041481201874836465
34,80-84,MALE,0.019951039718668503
01,5-9,MALE,0.000730002070802596
08,85+,FEMALE,0.004036127422130443
30,10-14,MALE,0.00001808513872450155
18,85+,FEMALE,0.0019171176216527
08,0-4,MALE,0.0053642541915731486
54,70-74,MALE,0.00003071500430702561
21,50-54,MALE,0.0007364259228313959
49,80-84,MALE,0.0010514213078630843
32,40-44,MALE,0.0010409958464386512
16,70-74,FEMALE,0.00008016151512983517
21,25-29,MALE,0.0011191014516496918
53,80-84,FEMALE,0.011103665953814337
23,55-59,FEMALE,0.00009845994581549019
41,15-19,MALE,0.0019149702064979676
22,75-79,MALE,0.0006425996110032682
35,65-69,MALE,0.00019098427825576107
56,80-84,MALE,9.580800265993841e-6
55,20-24,MALE,0.0017482338501945787
19,70-74,FEMALE,0.0002442776489977102
36,0-4,FEMALE,0.09962345390951657
54,5-9,FEMALE,2.72077248681804e-6
45,70-74,MALE,0.0007916043253297976
29,80-84,FEMALE,0.001196676427676282
04,45-49,MALE,0.009501893399554023
48,25-29,MALE,0.19060195155993082
33,50-54,FEMALE,0.00012327440654013544
15,35-39,MALE,0.0015828565453919886
39,10-14,MALE,0.006255726393628441
13,30-34,MALE,0.011664512789836223
72,5-9,FEMALE,0.00005348172503966014
48,70-74,FEMALE,0.11221316113837967
05,30-34,FEMALE,0.0003885943657706621
49,60-64,FEMALE,0.0010385610482466859
53,60-64,MALE,0.010863603359792452
53,50-54,FEMALE,0.01330164253450693
32,55-59,FEMALE,0.0022039180058969618
13,30-34,FEMALE,0.010787002763807218
55,45-49,FEMALE,0.0009990452694202073
18,50-54,MALE,0.0016122631856133455
55,60-64,FEMALE,0.0011831030976563145
01,65-69,FEMALE,0.0004147556061133602
39,25-29,FEMALE,0.006387740961926817
04,40-44,FEMALE,0.007468894597588658
11,25-29,FEMALE,0.0008269442321269211
47,10-14,MALE,0.0025175243882893466
49,45-49,FEMALE,0.0007459764042873969
54,55-59,FEMALE,0.00002657138167185117
41,0-4,FEMALE,0.0018137256247983274
38,85+,MALE,0.000017662540642152765
35,60-64,FEMALE,0.00029954336564893576
36,65-69,FEMALE,0.08126238296290898
06,55-59,FEMALE,0.4278353136106162
04,30-34,MALE,0.009752186275240682
16,40-44,MALE,0.00020669641381028452
25,20-24,FEMALE,0.021338645208027383
38,60-64,FEMALE,0.00004126207930171061
18,40-44,FEMALE,0.001742519136819123
17,30-34,FEMALE,0.023872356510128107
10,5-9,MALE,0.00005759921520386214
54,50-54,MALE,0.000013170756831943783
11,85+,MALE,0.00007946308537516998
16,75-79,MALE,0.00014125037912548016
30,40-44,MALE,0.000014743490666957647
08,30-34,FEMALE,0.005418292355684528
20,25-29,MALE,0.0011764368544622573
32,25-29,FEMALE,0.0009866530846593085
42,0-4,FEMALE,0.012258595212595836
46,35-39,MALE,0.000014066188168447716
02,55-59,MALE,0.00003557554177575256
16,45-49,FEMALE,0.00011984445208465128
44,70-74,FEMALE,0.00014832891218190817
10,65-69,MALE,0.00009000914125292922
24,15-19,FEMALE,0.009766645181738453
37,40-44,MALE,0.008958788631106673
15,45-49,MALE,0.0014231082401502705
10,30-34,MALE,0.00012845346840745586
72,55-59,FEMALE,0.00006657895668253413
34,15-19,MALE,0.013762832667983883
17,25-29,MALE,0.024434474003705433
53,15-19,FEMALE,0.015149054657034543
33,40-44,MALE,0.00008619936943293627
50,75-79,MALE,0.000017549057867174334
24,25-29,MALE,0.007487485112661864
41,70-74,MALE,0.0018182625544319437
53,55-59,MALE,0.01262390924378676
51,50-54,MALE,0.015577636045791838
42,70-74,FEMALE,0.010076125162915039
06,5-9,FEMALE,0.4079111664688407
27,0-4,FEMALE,0.004484405836962246
47,80-84,MALE,0.0015701864082434014
33,20-24,MALE,0.0002539640550560032
41,40-44,MALE,0.0016356921763416355
24,0-4,FEMALE,0.011307711360786668
22,80-84,MALE,0.0006425996110032682
42,20-24,MALE,0.014583038190610766
24,5-9,MALE,0.010859386640879343
17,60-64,FEMALE,0.01949602094995978
23,10-14,FEMALE,0.00012025755164035343
24,20-24,FEMALE,0.007181407607157663
18,40-44,MALE,0.0017988566772018696
20,55-59,FEMALE,0.00048214190868969804
25,60-64,FEMALE,0.01293041570973458
36,40-44,FEMALE,0.1030898197013278
09,15-19,FEMALE,0.00254539836684585
12,60-64,FEMALE,0.17920144930311024
56,55-59,MALE,4.795468654440047e-6
41,45-49,FEMALE,0.0016643604523708534
49,45-49,MALE,0.0010116092386493847
24,35-39,MALE,0.008120438579161424
25,75-79,MALE,0.013882631909818328
46,40-44,FEMALE,0.000026241007158734134
47,25-29,FEMALE,0.002257350499187676
22,10-14,MALE,0.0009422451243012638
01,40-44,MALE,0.0008701632719927733
12,65-69,FEMALE,0.23143398891385641
05,75-79,FEMALE,0.00020580298453634155
72,85+,FEMALE,0.00007406469093939549
24,35-39,FEMALE,0.008979758503900101
10,80-84,FEMALE,0.0001168970152451517
32,70-74,FEMALE,0.0008102907128112133
27,15-19,FEMALE,0.0038610798646040887
13,65-69,FEMALE,0.006907109261958058
11,20-24,MALE,0.0004976050227401843
45,40-44,FEMALE,0.0009852622676267584
30,80-84,FEMALE,0.00003314019361025194
46,60-64,FEMALE,5.754248550008952e-6
09,30-34,MALE,0.0021812723850072515
17,5-9,FEMALE,0.018216471616085
50,25-29,FEMALE,0.000010944353854302527
20,20-24,MALE,0.0021862397235406453
13,15-19,FEMALE,0.00948875758343286
25,70-74,FEMALE,0.015286793361208233
56,40-44,FEMALE,3.3681336026829547e-6
08,0-4,FEMALE,0.00476603404975063
18,55-59,FEMALE,0.0021967751790802023
47,30-34,MALE,0.002149970753771003
36,20-24,MALE,0.12310705343758108
16,30-34,FEMALE,0.00013463312212443627
24,40-44,FEMALE,0.009677057697729662
29,70-74,FEMALE,0.0014450415651968203
44,15-19,FEMALE,0.0003191043354137073
50,50-54,FEMALE,0.000028856323484053186
47,25-29,MALE,0.0024787240433891827
04,20-24,MALE,0.010578016466156052
12,15-19,FEMALE,0.1075047944332487
25,80-84,MALE,0.013882631909818328
16,65-69,MALE,0.00016082896483807653
49,5-9,MALE,0.00174720944457236
23,5-9,FEMALE,0.00012025755164035343
10,20-24,MALE,0.00009579755390247843
20,50-54,MALE,0.0007718591145549303
28,20-24,MALE,0.00010210992184655232
35,25-29,MALE,0.0006685882788771064
56,85+,MALE,9.580800265993841e-6
32,15-19,MALE,0.0008101963810161854
31,30-34,FEMALE,0.0002183409572082476
56,25-29,MALE,8.229187963754657e-6
40,50-54,FEMALE,0.0008567498521836987
27,50-54,FEMALE,0.002297426681725332
30,5-9,FEMALE,0.000016457897246793202
17,55-59,FEMALE,0.017483585743191105
39,0-4,MALE,0.007271392846154812
38,50-54,FEMALE,0.000028054758942829486
56,35-39,MALE,3.232909348927572e-6
42,35-39,MALE,0.011271504560137827
16,35-39,MALE,0.000034317359108436716
54,5-9,MALE,4.597326111733604e-6
50,15-19,MALE,0.000054934688576163115
08,60-64,MALE,0.003547973476715832
08,65-69,FEMALE,0.0032716918822357846
05,80-84,FEMALE,0.00020580298453634155
48,35-39,FEMALE,0.17093618271432762
46,50-54,FEMALE,0.00001441612322576291
41,35-39,MALE,0.0017337575994715866
21,30-34,FEMALE,0.0008380651939712197
53,85+,FEMALE,0.011103665953814337
25,35-39,MALE,0.01420750586135167
11,10-14,MALE,0.00028269001775252617
55,15-19,FEMALE,0.0017277751897657383
36,55-59,MALE,0.1003868350289558
12,15-19,MALE,0.10305555307185735
31,15-19,MALE,0.00027269698415608026
39,50-54,MALE,0.007304820799082979
35,5-9,MALE,0.00045709212309340014
39,45-49,FEMALE,0.005770027979492702
19,20-24,MALE,0.0006623463298417605
23,80-84,FEMALE,0.00009771092963804322
08,50-54,FEMALE,0.0036265473462974173
12,30-34,MALE,0.10587988583886028
12,30-34,FEMALE,0.11035609347928683
40,5-9,MALE,0.0010664067576351102
46,20-24,MALE,0.000023571267854363572
28,60-64,FEMALE,0.00016789650096437204
46,75-79,MALE,0.00003739291412418207
47,60-64,FEMALE,0.0013495222671107184
54,50-54,FEMALE,7.712174481423269e-6
24,45-49,FEMALE,0.011510695711005756
34,10-14,MALE,0.015398852018496592
27,45-49,MALE,0.0028927821576161207
24,5-9,FEMALE,0.012050525076755334
38,10-14,FEMALE,0.000029073397430569904
20,85+,FEMALE,0.0006325976385595382
54,25-29,MALE,0.000024028070112147578
42,70-74,MALE,0.010641107870745745
22,5-9,FEMALE,0.0007169912919588783
30,35-39,FEMALE,0.0000159549737270251
42,80-84,MALE,0.015074033541079734
22,85+,MALE,0.0006425996110032682
17,5-9,MALE,0.0177369288224153
29,45-49,FEMALE,0.0012429777271442386
40,25-29,FEMALE,0.0010016914760059149
46,20-24,FEMALE,0.000020471635333613608
23,70-74,MALE,0.00008719241683096547
18,55-59,MALE,0.002272523958167602
49,40-44,FEMALE,0.0008668353423127844
11,15-19,FEMALE,0.00046384014119637206
27,85+,MALE,0.002879276472533198
31,25-29,MALE,0.0002906777828381305
29,25-29,MALE,0.002039487408772477
17,35-39,MALE,0.02121930414409836
35,70-74,FEMALE,0.0005867954191060348
29,15-19,FEMALE,0.0017500172825405975
11,55-59,MALE,0.0003189505937261459
10,60-64,FEMALE,0.000056299681391167486
39,20-24,MALE,0.0073755176052885795
04,50-54,MALE,0.010812741427876223
50,30-34,MALE,9.834300816689828e-6
49,40-44,MALE,0.001174557022322342
33,70-74,FEMALE,0.00006223813044794967
11,30-34,MALE,0.0006034823066769749
09,40-44,MALE,0.002212372146269084
44,5-9,MALE,0.00014512348009574846
23,75-79,FEMALE,0.00009771092963804322
48,80-84,MALE,0.1286888389328275
37,45-49,FEMALE,0.008097990078066901
37,65-69,FEMALE,0.006213954362624372
28,10-14,FEMALE,0.00006887530051038542
47,75-79,FEMALE,0.0014114531129074265
09,55-59,MALE,0.0022281295233699135
31,35-39,MALE,0.00014565192736673086
53,50-54,MALE,0.013142862585588628
24,25-29,FEMALE,0.008279048339632155
44,60-64,FEMALE,0.00019964615980058338
22,30-34,FEMALE,0.0006928787199485008
24,40-44,MALE,0.008754847175090417
20,70-74,MALE,0.0005921641994750603
15,40-44,MALE,0.0013235100312233637
12,10-14,MALE,0.11675813267139154
12,20-24,MALE,0.08515094151979816
27,55-59,MALE,0.002825867952729372
06,10-14,FEMALE,0.4079111664688407
45,40-44,MALE,0.001227095292211629
06,70-74,MALE,0.4078661188204536
30,20-24,MALE,0.00003623098633060034
47,70-74,MALE,0.0009986872432771253
23,35-39,FEMALE,0.000057179525275962045
02,50-54,FEMALE,0.00005704074727913944
16,85+,FEMALE,0.00008879918026774112
20,65-69,FEMALE,0.00038539573977521506
06,30-34,FEMALE,0.421868134172514
32,45-49,MALE,0.0013392840653680478
27,35-39,FEMALE,0.002954447726018924
10,5-9,FEMALE,0.000060430022711302215
72,60-64,FEMALE,0.00004397675444560599
53,35-39,FEMALE,0.014814340866686131
18,80-84,MALE,0.002004350439646082
48,0-4,MALE,0.219397784054916
53,70-74,MALE,0.011131848247424327
19,75-79,FEMALE,0.0003860741511106412
28,75-79,FEMALE,0.00010186748701227792
08,35-39,FEMALE,0.00472195831348602
40,25-29,MALE,0.001128760555523213
01,80-84,MALE,0.0002548476561852568
37,25-29,FEMALE,0.009638730426291178
31,65-69,FEMALE,0.0001984110456495253
27,80-84,FEMALE,0.0029091948372140164
36,80-84,MALE,0.08629236732921003
42,40-44,MALE,0.012106091494536862
30,30-34,MALE,0.000012083457062610388
16,55-59,FEMALE,0.00006319786851961774
27,5-9,MALE,0.0035443082116556513
56,85+,FEMALE,7.84077868321544e-6
49,30-34,MALE,0.0011476533947876839
49,55-59,FEMALE,0.0013349041953344147
02,30-34,MALE,0.00011323192439058808
28,80-84,FEMALE,0.00010186748701227792
37,30-34,FEMALE,0.00933692590379383
01,70-74,MALE,0.0007481036982141613
01,25-29,FEMALE,0.0005176272824836158
50,85+,FEMALE,0.000020947077676479172
11,15-19,MALE,0.0003615651774128866
45,30-34,FEMALE,0.001034507440495988
37,10-14,MALE,0.009000377933499813
37,20-24,MALE,0.013287786259723156
22,70-74,FEMALE,0.0003559467501327871
33,0-4,MALE,0.00013258403949898388
41,65-69,FEMALE,0.0013660460756213997
01,5-9,FEMALE,0.0007050309982107027
39,0-4,FEMALE,0.006599139080582963
32,30-34,MALE,0.0010814574828924839
04,0-4,MALE,0.00856225870864182
27,45-49,FEMALE,0.00295774589065223
55,55-59,FEMALE,0.0016361225961189925
40,15-19,FEMALE,0.0011766585710652107
24,65-69,MALE,0.007185730559955214
27,70-74,FEMALE,0.0030828703212896864
42,80-84,FEMALE,0.014269777725547906
27,85+,FEMALE,0.0029091948372140164
25,15-19,MALE,0.019846704321857003
53,0-4,MALE,0.017418270789855576
16,50-54,MALE,0.0001905636609194737
42,30-34,FEMALE,0.012592623676671699
72,25-29,MALE,0.000019399814273169747
37,50-54,FEMALE,0.007214532315373187
32,85+,FEMALE,0.0015428131953796583
23,10-14,MALE,0.00009231660980569306
20,15-19,FEMALE,0.0007619380439317646
34,45-49,MALE,0.01375819349833513
18,80-84,FEMALE,0.0019171176216527003
44,75-79,FEMALE,0.00021850163696894047
40,20-24,MALE,0.0016078760243308208
30,70-74,MALE,0.000010319068488296466
16,25-29,FEMALE,0.00015519384507249102
32,30-34,FEMALE,0.0011236018843227618
01,35-39,MALE,0.0007592260827649705
36,35-39,MALE,0.106569446047143
15,75-79,MALE,0.0013028841873886548
11,50-54,FEMALE,0.0005287858076242363
15,40-44,FEMALE,0.001115376379825825
02,35-39,MALE,0.00012047465695306198
41,35-39,FEMALE,0.0017710553746039359
46,45-49,FEMALE,0.000013685080767280043
15,25-29,FEMALE,0.0011284136756716998
15,20-24,MALE,0.001641519876788965
41,10-14,FEMALE,0.0017844918187069098
22,25-29,FEMALE,0.0008771616660103426
34,75-79,MALE,0.019951039718668503
24,85+,FEMALE,0.008005607540908533
23,85+,FEMALE,0.00009771092963804322
20,55-59,MALE,0.0007341553098767724
12,65-69,MALE,0.2250143074193413
08,85+,MALE,0.0046235729788652955
38,35-39,FEMALE,0.00002113872531242496
11,70-74,FEMALE,0.0002929194222374506
05,70-74,FEMALE,0.00046590233903760753
15,75-79,FEMALE,0.0010841618696626606
39,70-74,MALE,0.005485230771283875
34,30-34,FEMALE,0.020486417233930406
46,60-64,MALE,6.655385032070096e-6
51,70-74,MALE,0.00863355258379715
21,70-74,MALE,0.0007766138368082202
23,0-4,FEMALE,0.000100900497199593
11,40-44,FEMALE,0.0005867816274871718
36,5-9,MALE,0.09702724574469854
04,80-84,FEMALE,0.010594371302816832
12,70-74,FEMALE,0.23760425288929304
10,25-29,FEMALE,0.00008085219287146738
51,60-64,FEMALE,0.017780184355934293
21,5-9,MALE,0.0008390580594895743
47,15-19,MALE,0.002159423387249366
08,70-74,MALE,0.0038630230943392852
47,35-39,FEMALE,0.0018384238246926022
21,25-29,FEMALE,0.0008000327282445118
24,50-54,FEMALE,0.010547074014269195
37,45-49,MALE,0.009912633717116346
50,0-4,MALE,5.148116855714068e-6
56,5-9,MALE,3.2788891399713805e-6
37,60-64,FEMALE,0.006414931896467147
32,55-59,MALE,0.002126684738412456
54,85+,FEMALE,0.000020279646279924688
29,75-79,MALE,0.0012667572517661783
02,45-49,FEMALE,0.000042123273217018796
15,85+,FEMALE,0.0010841618696626606
34,5-9,MALE,0.015398852018496592
21,40-44,FEMALE,0.0007498283761351223
33,30-34,MALE,0.00009874237307729665
13,65-69,MALE,0.007568816676160457
28,30-34,FEMALE,0.00007893253119791933
30,15-19,MALE,0.000027899679376310815
37,50-54,MALE,0.008883511894317754
51,40-44,FEMALE,0.020217909610714978
24,60-64,MALE,0.00863672515885928
51,5-9,MALE,0.01959572595824788
48,30-34,MALE,0.19404505435804023
44,70-74,MALE,0.00010881420601957228
19,60-64,MALE,0.0005087385369794923
09,30-34,FEMALE,0.0023167452909312602
22,40-44,FEMALE,0.0007221998737784154
36,85+,MALE,0.08629236732921003
50,40-44,FEMALE,0.00004139152138236884
32,75-79,FEMALE,0.0015428131953796583
55,0-4,FEMALE,0.001167669694967398
55,0-4,MALE,0.0011804077230881359
48,5-9,FEMALE,0.18958928820278115
40,15-19,MALE,0.0013267320354202426
35,80-84,FEMALE,0.0003448340785263062
44,20-24,FEMALE,0.00042203197906580685
25,65-69,FEMALE,0.014562438162461966
72,40-44,FEMALE,0.00009903530189575604
29,10-14,FEMALE,0.0015897612825573725
28,15-19,FEMALE,0.00008966974776341389
38,55-59,MALE,0.000033212471211940066
20,20-24,FEMALE,0.001435747209151508
35,35-39,MALE,0.0006084211457700123
44,35-39,MALE,0.0001772298836390066
05,10-14,FEMALE,0.000275347950366774
54,40-44,FEMALE,0.000014710222059910495
56,75-79,MALE,9.580800265993841e-6
36,60-64,MALE,0.09305942953730058
38,30-34,FEMALE,0.000024645558214807815
42,50-54,MALE,0.010875510783038299
37,70-74,MALE,0.006234517636073808
29,25-29,FEMALE,0.0019519106843880758
48,10-14,FEMALE,0.18958928820278115
38,0-4,FEMALE,0.00002829803237875211
