TIME_STEP,AGE_GROUP,SEX,NET_IMMIGRATION
2055-2059,40-44,FEMALE,13740
2070-2074,40-44,MALE,24087
2025-2029,30-34,MALE,18010
2055-2059,60-64,MALE,-824
2025-2029,80-84,MALE,-162
2025-2029,70-74,FEMALE,-206
2040-2044,25-29,MALE,22717
2060-2064,45-49,FEMALE,-1346
2080-2084,15-19,MALE,10540
2090-2094,65-69,FEMALE,-4424
2065-2069,55-59,MALE,1617
2065-2069,75-79,MALE,-3458
2075-2079,70-74,MALE,-4403
2050-2054,45-49,MALE,8276
2095-2099,40-44,MALE,22946
2095-2099,25-29,MALE,26743
2030-2034,50-54,FEMALE,-2313
2035-2039,45-49,FEMALE,2609
2040-2044,80-84,MALE,-718
2080-2084,0-4,MALE,5195
2080-2084,85+,MALE,41
2085-2089,35-39,FEMALE,16060
2040-2044,45-49,FEMALE,-154
2085-2089,5-9,MALE,6358
2040-2044,15-19,MALE,13510
2025-2029,85+,FEMALE,236
2030-2034,20-24,FEMALE,11764
2055-2059,25-29,FEMALE,15511
2050-2054,30-34,FEMALE,17006
2055-2059,60-64,MALE,1205
2065-2069,35-39,FEMALE,18286
2040-2044,15-19,MALE,10907
2080-2084,20-24,FEMALE,10323
2075-2079,30-34,MALE,29654
2030-2034,85+,MALE,49
2075-2079,65-69,FEMALE,-3393
2080-2084,85+,FEMALE,299
2040-2044,0-4,MALE,7850
2030-2034,65-69,FEMALE,-525
2025-2029,35-39,MALE,9525
2035-2039,35-39,FEMALE,11898
2095-2099,0-4,FEMALE,4238
2090-2094,30-34,MALE,29785
2025-2029,10-14,MALE,3536
2070-2074,40-44,FEMALE,8782
2035-2039,75-79,MALE,-500
2075-2079,30-34,FEMALE,19213
2022-2024,35-39,MALE,48167
2025-2029,80-84,FEMALE,-23
2025-2029,55-59,MALE,5136
2075-2079,75-79,FEMALE,-3296
2030-2034,50-54,FEMALE,-3482
2040-2044,70-74,MALE,756
2045-2049,50-54,MALE,1888
2055-2059,75-79,MALE,-2470
2075-2079,10-14,MALE,7816
2095-2099,45-49,FEMALE,-1894
2080-2084,85+,FEMALE,292
2060-2064,50-54,MALE,2105
2050-2054,20-24,MALE,22192
2045-2049,85+,MALE,21
2035-2039,20-24,FEMALE,12067
2030-2034,55-59,FEMALE,-945
2070-2074,60-64,MALE,1372
2070-2074,30-34,MALE,29536
2050-2054,85+,FEMALE,356
2050-2054,5-9,FEMALE,5616
2045-2049,65-69,MALE,-87
2065-2069,85+,MALE,416
2050-2054,65-69,FEMALE,-3305
2040-2044,70-74,MALE,392
2055-2059,55-59,MALE,2332
2025-2029,20-24,FEMALE,3309
2065-2069,60-64,MALE,1185
2035-2039,40-44,FEMALE,3452
,15-19,FEMALE,8331
2030-2034,75-79,FEMALE,-70
2070-2074,35-39,MALE,25440
2045-2049,45-49,FEMALE,-2762
2095-2099,85+,FEMALE,383
2070-2074,55-59,FEMALE,-4008
2090-2094,60-64,FEMALE,-4237
2025-2029,45-49,MALE,6908
2070-2074,20-24,FEMALE,12546
2030-2034,60-64,FEMALE,-1642
2050-2054,40-44,MALE,15987
2055-2059,25-29,MALE,26136
,70-74,MALE,2914
2030-2034,20-24,FEMALE,12193
2025-2029,85+,MALE,48
,25-29,MALE,23907
2070-2074,35-39,FEMALE,17848
2030-2034,65-69,FEMALE,-638
2080-2084,15-19,MALE,13227
2075-2079,0-4,FEMALE,4332
2025-2029,0-4,MALE,959
2055-2059,85+,MALE,494
2085-2089,20-24,FEMALE,10292
2070-2074,85+,MALE,363
2040-2044,35-39,FEMALE,15573
,65-69,FEMALE,2134
2035-2039,85+,FEMALE,279
2080-2084,35-39,MALE,25854
2045-2049,10-14,FEMALE,5701
2075-2079,50-54,MALE,2188
2045-2049,75-79,MALE,-1569
2080-2084,10-14,MALE,7651
2025-2029,75-79,MALE,203
2080-2084,15-19,FEMALE,7010
2065-2069,10-14,MALE,8830
2090-2094,80-84,FEMALE,-2982
2035-2039,80-84,FEMALE,-529
2035-2039,50-54,MALE,4183
2045-2049,85+,FEMALE,342
2085-2089,0-4,FEMALE,4612
2075-2079,85+,FEMALE,355
2080-2084,55-59,MALE,2405
2085-2089,15-19,FEMALE,7593
2030-2034,85+,MALE,392
2025-2029,55-59,MALE,5075
2060-2064,85+,MALE,78
2085-2089,55-59,MALE,1809
2090-2094,0-4,FEMALE,7444
2030-2034,50-54,FEMALE,-2318
2035-2039,85+,FEMALE,328
2022-2024,20-24,MALE,34222
2060-2064,70-74,MALE,-2359
2035-2039,65-69,MALE,2128
2080-2084,10-14,MALE,8052
2050-2054,5-9,MALE,6927
2035-2039,30-34,FEMALE,14186
2060-2064,85+,FEMALE,317
2085-2089,85+,FEMALE,296
2045-2049,25-29,FEMALE,17145
2070-2074,60-64,FEMALE,-4053
2065-2069,45-49,FEMALE,-3773
2075-2079,75-79,FEMALE,-2519
2055-2059,5-9,MALE,6376
2045-2049,30-34,MALE,26736
2035-2039,0-4,FEMALE,4454
2045-2049,85+,FEMALE,268
2070-2074,60-64,MALE,936
2040-2044,35-39,MALE,22998
,45-49,MALE,8282
2030-2034,55-59,FEMALE,-1221
2090-2094,30-34,MALE,29548
,50-54,FEMALE,2301
2065-2069,55-59,FEMALE,-4154
2075-2079,65-69,FEMALE,-4110
2070-2074,5-9,FEMALE,5716
2080-2084,85+,MALE,218
2060-2064,25-29,MALE,27895
2050-2054,80-84,FEMALE,-594
2095-2099,10-14,MALE,7597
2070-2074,10-14,FEMALE,6121
2070-2074,20-24,MALE,22834
2050-2054,30-34,MALE,27859
2090-2094,50-54,FEMALE,-4140
2035-2039,85+,FEMALE,321
2022-2024,50-54,FEMALE,5837
2080-2084,75-79,MALE,-5221
2095-2099,35-39,FEMALE,16950
2095-2099,5-9,FEMALE,5725
2050-2054,25-29,FEMALE,18325
2095-2099,85+,FEMALE,327
2022-2024,60-64,MALE,12137
2025-2029,85+,FEMALE,10
2055-2059,5-9,FEMALE,5138
2022-2024,45-49,MALE,26529
2050-2054,10-14,FEMALE,5723
2065-2069,45-49,MALE,4759
2055-2059,50-54,MALE,2380
2075-2079,20-24,FEMALE,13702
2090-2094,85+,FEMALE,196
2045-2049,10-14,MALE,7937
2065-2069,35-39,FEMALE,16490
2025-2029,45-49,FEMALE,-936
2095-2099,80-84,MALE,-5318
2050-2054,5-9,FEMALE,5113
2060-2064,15-19,MALE,14536
2075-2079,85+,FEMALE,316
2095-2099,25-29,FEMALE,15764
2075-2079,55-59,MALE,1688
2022-2024,5-9,MALE,15022
2095-2099,65-69,FEMALE,-4487
2050-2054,50-54,FEMALE,-4665
2055-2059,15-19,FEMALE,9114
2035-2039,85+,MALE,281
2050-2054,80-84,FEMALE,-742
2060-2064,85+,MALE,21
2050-2054,85+,FEMALE,254
2045-2049,50-54,FEMALE,-4761
2060-2064,75-79,FEMALE,-2388
2080-2084,30-34,FEMALE,19309
2075-2079,35-39,FEMALE,18037
2050-2054,10-14,MALE,8575
2022-2024,45-49,FEMALE,11334
2060-2064,65-69,MALE,-1247
2090-2094,10-14,MALE,8020
2050-2054,45-49,FEMALE,2667
2070-2074,55-59,MALE,1677
2030-2034,65-69,FEMALE,-911
2065-2069,85+,FEMALE,435
2065-2069,80-84,MALE,-2159
2070-2074,85+,FEMALE,333
2065-2069,10-14,FEMALE,5980
2080-2084,25-29,FEMALE,18404
2060-2064,30-34,MALE,28898
2050-2054,5-9,MALE,7129
2075-2079,30-34,FEMALE,19264
2030-2034,50-54,MALE,4095
2075-2079,40-44,MALE,24184
2080-2084,85+,FEMALE,293
2040-2044,60-64,FEMALE,-1767
2090-2094,85+,MALE,315
2040-2044,65-69,FEMALE,-1821
2085-2089,30-34,MALE,29573
2070-2074,60-64,FEMALE,-4212
2040-2044,65-69,MALE,1420
2022-2024,30-34,MALE,43481
2085-2089,80-84,FEMALE,-2244
2090-2094,15-19,FEMALE,6981
2095-2099,10-14,FEMALE,5970
2090-2094,40-44,MALE,24614
2060-2064,10-14,MALE,8291
2090-2094,50-54,MALE,2589
2095-2099,75-79,MALE,-5597
2022-2024,85+,FEMALE,817
2070-2074,0-4,FEMALE,4348
2055-2059,25-29,MALE,27656
2030-2034,30-34,FEMALE,13469
,75-79,FEMALE,698
2022-2024,50-54,FEMALE,7902
2050-2054,55-59,FEMALE,-3642
2070-2074,60-64,MALE,-269
2055-2059,0-4,FEMALE,4632
2045-2049,30-34,MALE,27361
2045-2049,0-4,MALE,5910
2070-2074,70-74,MALE,-3708
2080-2084,85+,FEMALE,388
2095-2099,60-64,FEMALE,-4462
2075-2079,85+,MALE,570
2025-2029,85+,MALE,156
2025-2029,5-9,FEMALE,2468
2055-2059,40-44,FEMALE,5376
2050-2054,10-14,FEMALE,5830
2045-2049,85+,MALE,-388
2055-2059,30-34,MALE,28675
2035-2039,35-39,MALE,22362
,45-49,MALE,13069
2025-2029,75-79,MALE,639
2075-2079,85+,MALE,493
2050-2054,55-59,MALE,1683
2075-2079,55-59,MALE,1795
2080-2084,25-29,FEMALE,18403
2070-2074,15-19,MALE,10520
2022-2024,85+,MALE,892
2022-2024,20-24,FEMALE,22721
2055-2059,75-79,FEMALE,-1981
2060-2064,35-39,MALE,26939
2060-2064,25-29,FEMALE,15653
2090-2094,75-79,FEMALE,-3851
,30-34,FEMALE,17155
2055-2059,65-69,MALE,-1241
2085-2089,85+,FEMALE,268
2055-2059,30-34,MALE,28209
2065-2069,35-39,MALE,27932
2085-2089,25-29,MALE,26870
2065-2069,5-9,FEMALE,5704
2090-2094,10-14,MALE,8025
2050-2054,45-49,FEMALE,-3440
2025-2029,65-69,MALE,2615
2035-2039,50-54,MALE,4596
2075-2079,85+,FEMALE,-1737
2060-2064,85+,MALE,78
2080-2084,25-29,FEMALE,16856
2090-2094,60-64,FEMALE,-4510
2040-2044,10-14,MALE,8147
2090-2094,60-64,MALE,-488
,0-4,FEMALE,5452
2090-2094,45-49,MALE,9851
2022-2024,80-84,MALE,597
2040-2044,85+,MALE,180
2022-2024,60-64,MALE,7879
2075-2079,40-44,FEMALE,8838
2090-2094,70-74,FEMALE,-4069
2035-2039,75-79,FEMALE,-693
2080-2084,35-39,MALE,26974
2075-2079,40-44,FEMALE,13202
2040-2044,20-24,FEMALE,12140
2050-2054,40-44,MALE,18520
2040-2044,20-24,MALE,16267
2080-2084,5-9,FEMALE,5599
2045-2049,55-59,MALE,2752
2075-2079,15-19,MALE,14716
2045-2049,85+,FEMALE,254
2085-2089,15-19,FEMALE,7002
2065-2069,25-29,FEMALE,18790
2070-2074,25-29,MALE,27654
2055-2059,85+,MALE,-883
2035-2039,50-54,MALE,3151
2095-2099,40-44,FEMALE,6691
2090-2094,85+,MALE,57
2025-2029,45-49,FEMALE,-3268
2090-2094,15-19,FEMALE,6986
2055-2059,75-79,FEMALE,-1186
2040-2044,15-19,FEMALE,7634
2080-2084,60-64,MALE,-1404
2022-2024,40-44,FEMALE,23233
2090-2094,85+,MALE,216
2050-2054,60-64,FEMALE,-3464
2070-2074,30-34,MALE,29497
2070-2074,5-9,MALE,6803
2075-2079,65-69,MALE,-2968
2055-2059,75-79,MALE,-2577
2045-2049,70-74,MALE,-974
2022-2024,85+,MALE,580
2090-2094,85+,MALE,313
2080-2084,75-79,MALE,-5156
2050-2054,60-64,MALE,1673
2090-2094,45-49,FEMALE,1543
2050-2054,85+,MALE,29
2025-2029,25-29,MALE,14071
2030-2034,30-34,FEMALE,13089
2055-2059,20-24,FEMALE,10141
2050-2054,70-74,FEMALE,-1680
2035-2039,25-29,MALE,21903
2065-2069,75-79,FEMALE,-2331
2080-2084,0-4,FEMALE,4624
2090-2094,35-39,FEMALE,17606
2025-2029,40-44,FEMALE,6900
2022-2024,25-29,MALE,50083
2050-2054,50-54,FEMALE,-4998
2080-2084,60-64,MALE,-850
2030-2034,80-84,MALE,-236
2050-2054,5-9,FEMALE,5105
2045-2049,15-19,FEMALE,6195
2030-2034,65-69,MALE,2365
2030-2034,35-39,FEMALE,13134
2050-2054,85+,MALE,570
2050-2054,5-9,FEMALE,5605
2030-2034,85+,FEMALE,164
2075-2079,5-9,MALE,7064
2070-2074,85+,MALE,362
2040-2044,35-39,FEMALE,15209
2060-2064,85+,FEMALE,435
2025-2029,0-4,FEMALE,2143
2050-2054,30-34,MALE,28199
2080-2084,50-54,FEMALE,-4348
2095-2099,65-69,MALE,-1624
2035-2039,85+,FEMALE,298
2065-2069,15-19,FEMALE,9259
2050-2054,60-64,FEMALE,-3451
2055-2059,10-14,MALE,7870
2085-2089,75-79,FEMALE,-3479
2030-2034,20-24,FEMALE,11824
2065-2069,70-74,FEMALE,-2655
2075-2079,10-14,FEMALE,6128
2022-2024,80-84,MALE,824
2090-2094,70-74,FEMALE,-4003
2025-2029,65-69,MALE,2850
2045-2049,35-39,FEMALE,14099
2070-2074,65-69,FEMALE,-3491
2080-2084,60-64,MALE,538
2070-2074,70-74,FEMALE,-3614
2060-2064,70-74,FEMALE,-2979
2095-2099,65-69,FEMALE,-4380
2022-2024,70-74,MALE,3454
2065-2069,25-29,FEMALE,18203
2095-2099,60-64,FEMALE,-4467
2035-2039,45-49,MALE,4889
,65-69,MALE,4885
2065-2069,35-39,MALE,28123
2045-2049,45-49,FEMALE,-3339
2080-2084,20-24,MALE,21309
2045-2049,35-39,FEMALE,15990
2075-2079,10-14,FEMALE,6124
2055-2059,85+,FEMALE,333
2095-2099,60-64,FEMALE,-4316
2070-2074,10-14,FEMALE,5861
2035-2039,45-49,MALE,9307
2030-2034,85+,MALE,194
2050-2054,85+,MALE,318
2060-2064,5-9,FEMALE,5587
2050-2054,85+,MALE,317
2030-2034,85+,FEMALE,163
2080-2084,25-29,FEMALE,16850
2040-2044,45-49,FEMALE,-4211
2040-2044,60-64,MALE,2649
2065-2069,45-49,MALE,6495
2075-2079,85+,MALE,248
2065-2069,65-69,MALE,-2082
2022-2024,30-34,FEMALE,32247
2085-2089,50-54,FEMALE,-4268
2025-2029,0-4,FEMALE,2532
2025-2029,0-4,MALE,2817
2075-2079,85+,FEMALE,269
2080-2084,10-14,MALE,7806
2030-2034,85+,MALE,18
2080-2084,20-24,FEMALE,11406
2060-2064,85+,MALE,494
2080-2084,10-14,MALE,8050
2040-2044,15-19,FEMALE,6162
2022-2024,85+,MALE,460
2090-2094,85+,MALE,359
2055-2059,55-59,FEMALE,-4602
2085-2089,60-64,MALE,-558
2090-2094,0-4,FEMALE,4583
2090-2094,50-54,MALE,2654
2045-2049,65-69,FEMALE,-2633
2050-2054,30-34,FEMALE,17945
2040-2044,85+,MALE,72
2060-2064,15-19,MALE,9379
2085-2089,20-24,FEMALE,12531
2060-2064,50-54,MALE,1788
2040-2044,55-59,FEMALE,-3004
2090-2094,70-74,FEMALE,-4079
2030-2034,70-74,FEMALE,-859
2090-2094,65-69,FEMALE,-4368
2070-2074,65-69,FEMALE,-4544
2070-2074,5-9,MALE,6411
2040-2044,0-4,MALE,5821
2060-2064,40-44,MALE,13965
2085-2089,10-14,FEMALE,5907
2035-2039,40-44,FEMALE,11587
2030-2034,70-74,MALE,756
2040-2044,0-4,MALE,4744
2022-2024,35-39,FEMALE,28766
2085-2089,30-34,MALE,29776
2040-2044,40-44,FEMALE,6112
2070-2074,0-4,FEMALE,4349
2070-2074,25-29,FEMALE,16827
2070-2074,85+,FEMALE,275
2075-2079,40-44,FEMALE,14797
2030-2034,0-4,FEMALE,3417
2090-2094,80-84,FEMALE,-1887
2040-2044,65-69,MALE,1004
2070-2074,30-34,FEMALE,19084
2060-2064,55-59,FEMALE,-4006
2065-2069,40-44,FEMALE,8737
2080-2084,35-39,MALE,25869
2090-2094,0-4,FEMALE,4388
2030-2034,10-14,MALE,6237
,75-79,FEMALE,763
2070-2074,60-64,FEMALE,-4288
2030-2034,30-34,MALE,21791
2085-2089,25-29,FEMALE,15848
2090-2094,85+,FEMALE,352
2045-2049,5-9,MALE,6604
2090-2094,30-34,MALE,29549
2035-2039,45-49,FEMALE,-2269
2055-2059,55-59,FEMALE,-3860
2085-2089,60-64,MALE,1465
2035-2039,85+,FEMALE,196
2055-2059,35-39,FEMALE,17967
2055-2059,0-4,MALE,8054
,85+,MALE,47
2065-2069,70-74,MALE,-3798
,70-74,MALE,1984
2030-2034,65-69,FEMALE,-1213
2075-2079,65-69,FEMALE,-4419
2035-2039,75-79,MALE,-122
2090-2094,0-4,MALE,4769
2050-2054,45-49,MALE,3475
2045-2049,20-24,MALE,22168
2065-2069,85+,MALE,188
2085-2089,10-14,FEMALE,5851
2045-2049,45-49,MALE,4949
2055-2059,60-64,MALE,12
2035-2039,70-74,FEMALE,-569
2022-2024,40-44,FEMALE,24807
2075-2079,75-79,MALE,-4262
2025-2029,75-79,MALE,413
2060-2064,5-9,MALE,6393
2030-2034,5-9,FEMALE,4352
2045-2049,75-79,MALE,-1282
,15-19,MALE,12630
2080-2084,30-34,MALE,29540
2030-2034,15-19,MALE,12058
2050-2054,60-64,MALE,1176
2090-2094,50-54,MALE,2898
2075-2079,75-79,MALE,-4730
2045-2049,65-69,FEMALE,-3195
2080-2084,85+,FEMALE,252
2065-2069,35-39,FEMALE,17782
2040-2044,65-69,FEMALE,-2709
2085-2089,20-24,MALE,22868
2035-2039,85+,MALE,256
2050-2054,85+,FEMALE,294
2065-2069,40-44,FEMALE,6119
2070-2074,5-9,MALE,7505
2070-2074,70-74,FEMALE,-3908
2095-2099,80-84,FEMALE,-2769
2050-2054,0-4,MALE,5558
2070-2074,45-49,MALE,3345
2095-2099,25-29,FEMALE,17604
2095-2099,10-14,FEMALE,5867
2045-2049,75-79,FEMALE,-747
2085-2089,55-59,FEMALE,-4145
2055-2059,80-84,MALE,-1896
2035-2039,0-4,MALE,7810
2050-2054,40-44,FEMALE,10027
2030-2034,70-74,FEMALE,-647
2030-2034,15-19,FEMALE,5596
2025-2029,45-49,MALE,6204
2055-2059,40-44,FEMALE,7875
2030-2034,45-49,FEMALE,-2644
2035-2039,75-79,MALE,-282
2025-2029,40-44,MALE,7177
2035-2039,35-39,FEMALE,13736
2035-2039,75-79,MALE,-532
2060-2064,15-19,MALE,11588
2030-2034,25-29,FEMALE,12740
2040-2044,45-49,MALE,4690
2080-2084,30-34,FEMALE,19309
,20-24,FEMALE,10362
2085-2089,60-64,FEMALE,-4355
2075-2079,65-69,FEMALE,-4332
2055-2059,55-59,MALE,1835
2022-2024,10-14,MALE,19096
2030-2034,5-9,FEMALE,4925
2055-2059,20-24,MALE,22361
2055-2059,55-59,MALE,2064
2070-2074,5-9,MALE,7317
2080-2084,65-69,FEMALE,-4224
2095-2099,40-44,MALE,18241
2090-2094,85+,MALE,278
2070-2074,85+,MALE,42
2050-2054,45-49,FEMALE,2693
2040-2044,85+,MALE,390
2075-2079,25-29,FEMALE,18917
2025-2029,25-29,MALE,11151
2040-2044,50-54,MALE,764
2090-2094,45-49,FEMALE,-2978
2040-2044,5-9,MALE,6881
2060-2064,25-29,FEMALE,18126
2070-2074,60-64,FEMALE,-4488
2040-2044,85+,FEMALE,230
2090-2094,20-24,MALE,17904
2090-2094,10-14,MALE,8868
2055-2059,35-39,FEMALE,16287
2095-2099,0-4,FEMALE,4556
2065-2069,20-24,FEMALE,14712
2070-2074,55-59,MALE,1712
2095-2099,20-24,FEMALE,11326
2022-2024,35-39,FEMALE,35332
2030-2034,35-39,FEMALE,11803
2065-2069,55-59,MALE,2399
2060-2064,0-4,FEMALE,4640
2035-2039,60-64,FEMALE,-1597
2022-2024,70-74,FEMALE,3877
2035-2039,85+,MALE,68
2085-2089,40-44,MALE,24562
2030-2034,40-44,FEMALE,5335
2045-2049,20-24,MALE,15679
2040-2044,70-74,FEMALE,-1448
2075-2079,85+,MALE,-2285
2025-2029,25-29,MALE,11259
2070-2074,60-64,FEMALE,-4149
2090-2094,5-9,FEMALE,5740
2055-2059,25-29,MALE,27013
2085-2089,45-49,FEMALE,-3081
2090-2094,40-44,FEMALE,14965
2065-2069,45-49,FEMALE,3020
2050-2054,25-29,FEMALE,15528
2045-2049,30-34,MALE,27540
2070-2074,85+,FEMALE,435
2055-2059,10-14,FEMALE,5997
2055-2059,30-34,FEMALE,18717
2025-2029,35-39,MALE,14735
2085-2089,0-4,FEMALE,4839
2080-2084,15-19,FEMALE,9316
2060-2064,50-54,FEMALE,-4004
,10-14,MALE,8692
2030-2034,0-4,FEMALE,4282
2085-2089,70-74,FEMALE,-3989
2035-2039,45-49,FEMALE,-2225
2080-2084,0-4,FEMALE,7564
2090-2094,85+,FEMALE,260
2022-2024,85+,FEMALE,424
2065-2069,30-34,MALE,29100
2045-2049,85+,FEMALE,434
2085-2089,35-39,MALE,29210
2025-2029,75-79,MALE,633
2085-2089,45-49,MALE,5694
2035-2039,80-84,MALE,-317
2095-2099,60-64,MALE,1377
2060-2064,30-34,MALE,28540
2045-2049,25-29,FEMALE,16453
2040-2044,60-64,FEMALE,-2351
2085-2089,30-34,MALE,29578
2060-2064,40-44,MALE,21232
2065-2069,45-49,MALE,8554
2045-2049,50-54,FEMALE,-5147
2090-2094,15-19,MALE,9538
2075-2079,0-4,MALE,8028
2080-2084,85+,FEMALE,234
2075-2079,60-64,MALE,707
2090-2094,15-19,MALE,11755
2022-2024,30-34,MALE,44871
2035-2039,50-54,MALE,4336
2080-2084,85+,FEMALE,197
2060-2064,85+,FEMALE,263
2060-2064,45-49,FEMALE,2902
2055-2059,20-24,FEMALE,14556
2080-2084,85+,FEMALE,268
2040-2044,80-84,FEMALE,-614
2085-2089,85+,FEMALE,268
2050-2054,5-9,FEMALE,5124
2055-2059,30-34,FEMALE,18779
2040-2044,40-44,MALE,19775
2080-2084,75-79,MALE,-5136
2070-2074,25-29,MALE,27746
2045-2049,75-79,FEMALE,-912
2060-2064,65-69,MALE,-1722
2075-2079,65-69,FEMALE,-4186
2050-2054,0-4,FEMALE,4449
2050-2054,55-59,FEMALE,-3675
2055-2059,30-34,FEMALE,18810
2070-2074,10-14,MALE,7647
2030-2034,75-79,FEMALE,-54
2025-2029,40-44,FEMALE,7863
2050-2054,85+,FEMALE,-436
2075-2079,75-79,FEMALE,-3264
2025-2029,85+,FEMALE,237
2055-2059,0-4,MALE,8054
2095-2099,30-34,FEMALE,19263
,55-59,MALE,6913
2055-2059,25-29,MALE,23724
2075-2079,65-69,MALE,-2359
2080-2084,85+,MALE,-2769
2035-2039,25-29,FEMALE,15374
2060-2064,80-84,MALE,-3734
2065-2069,5-9,FEMALE,5445
2095-2099,80-84,MALE,-4532
2022-2024,50-54,MALE,13298
2050-2054,55-59,MALE,1192
2090-2094,25-29,MALE,26824
2080-2084,65-69,FEMALE,-4363
2055-2059,85+,FEMALE,270
2095-2099,85+,FEMALE,294
,5-9,MALE,8432
2070-2074,85+,FEMALE,197
2050-2054,55-59,MALE,2366
,10-14,MALE,9693
2095-2099,80-84,MALE,-4459
2035-2039,85+,FEMALE,-13
2085-2089,30-34,FEMALE,19204
2055-2059,50-54,MALE,1263
2095-2099,0-4,MALE,5893
2095-2099,35-39,MALE,29207
2090-2094,50-54,MALE,2703
2050-2054,40-44,FEMALE,7413
2070-2074,85+,FEMALE,356
2075-2079,85+,MALE,415
2025-2029,55-59,FEMALE,-1688
2035-2039,0-4,FEMALE,7258
2075-2079,60-64,FEMALE,-4334
2065-2069,50-54,FEMALE,-4469
2060-2064,85+,FEMALE,294
2075-2079,25-29,MALE,25731
2040-2044,75-79,MALE,-54
2065-2069,0-4,FEMALE,4465
2090-2094,70-74,MALE,-3535
2045-2049,20-24,MALE,20577
2030-2034,85+,MALE,178
2075-2079,50-54,FEMALE,-4036
2055-2059,75-79,MALE,-2377
2080-2084,40-44,MALE,22665
2070-2074,85+,FEMALE,333
2030-2034,70-74,FEMALE,-662
2055-2059,55-59,FEMALE,-4440
2025-2029,60-64,MALE,3366
2070-2074,15-19,FEMALE,7587
2055-2059,60-64,FEMALE,-4279
2070-2074,85+,FEMALE,-968
2085-2089,65-69,FEMALE,-4594
2030-2034,35-39,MALE,20071
2085-2089,40-44,MALE,15337
2022-2024,10-14,FEMALE,13962
2045-2049,30-34,FEMALE,17372
2085-2089,30-34,MALE,29777
2085-2089,80-84,MALE,-4116
2085-2089,80-84,MALE,-5359
2085-2089,65-69,MALE,-2378
2030-2034,50-54,FEMALE,-2505
2050-2054,45-49,FEMALE,-205
2045-2049,80-84,MALE,-1003
2080-2084,25-29,FEMALE,15866
2040-2044,85+,MALE,56
2050-2054,35-39,FEMALE,15458
,85+,FEMALE,387
2070-2074,55-59,FEMALE,-4274
2080-2084,85+,MALE,21
2065-2069,75-79,FEMALE,-2734
2080-2084,85+,FEMALE,340
2030-2034,15-19,FEMALE,3882
2030-2034,15-19,MALE,11728
2040-2044,0-4,MALE,5412
2085-2089,10-14,FEMALE,6116
2085-2089,80-84,FEMALE,-2385
2090-2094,65-69,MALE,-2781
2035-2039,85+,FEMALE,203
2040-2044,45-49,FEMALE,-846
2045-2049,25-29,FEMALE,16556
2030-2034,55-59,MALE,5210
2050-2054,85+,FEMALE,434
2060-2064,30-34,FEMALE,18837
2035-2039,15-19,MALE,9189
2070-2074,65-69,FEMALE,-3563
2040-2044,15-19,FEMALE,6829
2030-2034,5-9,MALE,6129
2055-2059,85+,MALE,42
2070-2074,20-24,FEMALE,10306
2060-2064,55-59,MALE,2778
2045-2049,0-4,FEMALE,4422
2060-2064,40-44,FEMALE,10634
2090-2094,10-14,MALE,7621
2050-2054,10-14,MALE,7454
2040-2044,45-49,MALE,9611
2065-2069,65-69,FEMALE,-3263
2080-2084,50-54,MALE,2391
2022-2024,0-4,MALE,16065
2075-2079,10-14,MALE,8415
2070-2074,25-29,FEMALE,18331
2030-2034,45-49,MALE,10321
2095-2099,15-19,FEMALE,7566
2065-2069,70-74,FEMALE,-3728
2022-2024,5-9,FEMALE,12456
2040-2044,85+,MALE,69
2055-2059,50-54,MALE,1906
2070-2074,20-24,MALE,21232
2022-2024,85+,FEMALE,180
2030-2034,80-84,FEMALE,-21
2075-2079,45-49,MALE,12142
2055-2059,0-4,FEMALE,4638
2080-2084,40-44,MALE,20577
2035-2039,85+,FEMALE,293
,20-24,MALE,17868
2075-2079,85+,MALE,282
2045-2049,85+,MALE,568
2080-2084,0-4,MALE,5574
2035-2039,65-69,FEMALE,-1387
2035-2039,85+,MALE,18
2065-2069,60-64,MALE,621
2022-2024,85+,FEMALE,304
2050-2054,20-24,FEMALE,14452
2045-2049,40-44,MALE,21798
2090-2094,25-29,MALE,26804
2035-2039,5-9,FEMALE,5110
2045-2049,65-69,MALE,-658
2045-2049,75-79,MALE,-1069
2035-2039,0-4,MALE,7714
2080-2084,85+,MALE,491
2060-2064,45-49,MALE,6264
2085-2089,75-79,MALE,-5385
2080-2084,10-14,FEMALE,6306
2065-2069,35-39,FEMALE,17825
2065-2069,10-14,MALE,7765
2060-2064,10-14,FEMALE,5859
2075-2079,0-4,FEMALE,4454
2095-2099,65-69,MALE,-3400
2075-2079,60-64,FEMALE,-4460
2070-2074,45-49,FEMALE,-787
2045-2049,25-29,MALE,24998
2022-2024,65-69,FEMALE,3676
2035-2039,80-84,FEMALE,-63
2060-2064,80-84,MALE,-2775
2022-2024,85+,FEMALE,489
2060-2064,20-24,MALE,19392
2060-2064,55-59,FEMALE,-4368
2035-2039,20-24,MALE,13910
2095-2099,70-74,FEMALE,-4131
2085-2089,80-84,MALE,-4744
2045-2049,45-49,FEMALE,-398
2080-2084,75-79,MALE,-4036
2065-2069,45-49,MALE,4647
2030-2034,65-69,MALE,2662
2055-2059,20-24,FEMALE,12333
2085-2089,0-4,FEMALE,4293
2022-2024,55-59,FEMALE,6757
2060-2064,30-34,FEMALE,18720
2065-2069,10-14,MALE,7756
2090-2094,45-49,FEMALE,-2021
2060-2064,0-4,FEMALE,4463
