"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","State","State Code",Deaths,Population,Crude Rate
,"55-59 years","55-59","Female","F","Alabama","01",1304,164347,793.4
,"55-59 years","55-59","Female","F","Alaska","02",132,19483,677.5
,"55-59 years","55-59","Female","F","Arizona","04",1130,217192,520.3
,"55-59 years","55-59","Female","F","Arkansas","05",784,92584,846.8
,"55-59 years","55-59","Female","F","California","06",5026,1179519,426.1
,"55-59 years","55-59","Female","F","Colorado","08",760,164042,463.3
,"55-59 years","55-59","Female","F","Connecticut","09",492,129529,379.8
,"55-59 years","55-59","Female","F","Delaware","10",202,35690,566.0
,"55-59 years","55-59","Female","F","District of Columbia","11",133,16109,825.6
,"55-59 years","55-59","Female","F","Florida","12",3776,756807,498.9
,"55-59 years","55-59","Female","F","Georgia","13",2172,352029,617.0
,"55-59 years","55-59","Female","F","Hawaii","15",170,43313,392.5
,"55-59 years","55-59","Female","F","Idaho","16",273,53690,508.5
,"55-59 years","55-59","Female","F","Illinois","17",1993,393571,506.4
,"55-59 years","55-59","Female","F","Indiana","18",1324,207561,637.9
,"55-59 years","55-59","Female","F","Iowa","19",486,93015,522.5
,"55-59 years","55-59","Female","F","Kansas","20",472,82366,573.1
,"55-59 years","55-59","Female","F","Kentucky","21",1226,144366,849.2
,"55-59 years","55-59","Female","F","Louisiana","22",1066,142006,750.7
,"55-59 years","55-59","Female","F","Maine","23",271,49843,543.7
,"55-59 years","55-59","Female","F","Maryland","24",1064,212522,500.7
,"55-59 years","55-59","Female","F","Massachusetts","25",1004,240330,417.8
,"55-59 years","55-59","Female","F","Michigan","26",1828,326967,559.1
,"55-59 years","55-59","Female","F","Minnesota","27",705,171883,410.2
,"55-59 years","55-59","Female","F","Mississippi","28",843,92434,912.0
,"55-59 years","55-59","Female","F","Missouri","29",1290,190257,678.0
,"55-59 years","55-59","Female","F","Montana","30",177,32167,550.3
,"55-59 years","55-59","Female","F","Nebraska","31",275,53888,510.3
,"55-59 years","55-59","Female","F","Nevada","32",543,97301,558.1
,"55-59 years","55-59","Female","F","New Hampshire","33",220,51421,427.8
,"55-59 years","55-59","Female","F","New Jersey","34",1357,320125,423.9
,"55-59 years","55-59","Female","F","New Mexico","35",409,62170,657.9
,"55-59 years","55-59","Female","F","New York","36",2961,660636,448.2
,"55-59 years","55-59","Female","F","North Carolina","37",2167,350329,618.6
,"55-59 years","55-59","Female","F","North Dakota","38",109,19799,550.5
,"55-59 years","55-59","Female","F","Ohio","39",2295,371595,617.6
,"55-59 years","55-59","Female","F","Oklahoma","40",912,113819,801.3
,"55-59 years","55-59","Female","F","Oregon","41",644,122042,527.7
,"55-59 years","55-59","Female","F","Pennsylvania","42",2362,427105,553.0
,"55-59 years","55-59","Female","F","Rhode Island","44",170,38270,444.2
,"55-59 years","55-59","Female","F","South Carolina","45",1200,178300,673.0
,"55-59 years","55-59","Female","F","South Dakota","46",135,25606,527.2
,"55-59 years","55-59","Female","F","Tennessee","47",1705,228392,746.5
,"55-59 years","55-59","Female","F","Texas","48",4540,849670,534.3
,"55-59 years","55-59","Female","F","Utah","49",354,75538,468.6
,"55-59 years","55-59","Female","F","Vermont","50",113,21898,516.0
,"55-59 years","55-59","Female","F","Virginia","51",1458,279854,521.0
,"55-59 years","55-59","Female","F","Washington","53",1141,224002,509.4
,"55-59 years","55-59","Female","F","West Virginia","54",556,57197,972.1
,"55-59 years","55-59","Female","F","Wisconsin","55",944,191239,493.6
,"55-59 years","55-59","Female","F","Wyoming","56",97,16048,604.4
,"55-59 years","55-59","Male","M","Alabama","01",1886,155330,1214.2
,"55-59 years","55-59","Male","M","Alaska","02",211,21664,974.0
,"55-59 years","55-59","Male","M","Arizona","04",1958,209587,934.2
,"55-59 years","55-59","Male","M","Arkansas","05",1115,89680,1243.3
,"55-59 years","55-59","Male","M","California","06",8810,1178681,747.4
,"55-59 years","55-59","Male","M","Colorado","08",1246,165186,754.3
,"55-59 years","55-59","Male","M","Connecticut","09",880,122924,715.9
,"55-59 years","55-59","Male","M","Delaware","10",361,32188,1121.5
,"55-59 years","55-59","Male","M","District of Columbia","11",171,16037,1066.3
,"55-59 years","55-59","Male","M","Florida","12",6331,720299,878.9
,"55-59 years","55-59","Male","M","Georgia","13",3258,333851,975.9
,"55-59 years","55-59","Male","M","Hawaii","15",370,42368,873.3
,"55-59 years","55-59","Male","M","Idaho","16",426,53975,789.3
,"55-59 years","55-59","Male","M","Illinois","17",3368,386890,870.5
,"55-59 years","55-59","Male","M","Indiana","18",2094,204856,1022.2
,"55-59 years","55-59","Male","M","Iowa","19",770,94546,814.4
,"55-59 years","55-59","Male","M","Kansas","20",748,82619,905.4
,"55-59 years","55-59","Male","M","Kentucky","21",1859,140362,1324.4
,"55-59 years","55-59","Male","M","Louisiana","22",1626,132705,1225.3
,"55-59 years","55-59","Male","M","Maine","23",443,47240,937.8
,"55-59 years","55-59","Male","M","Maryland","24",1708,197915,863.0
,"55-59 years","55-59","Male","M","Massachusetts","25",1650,229010,720.5
,"55-59 years","55-59","Male","M","Michigan","26",3076,321765,956.0
,"55-59 years","55-59","Male","M","Minnesota","27",1256,175018,717.6
,"55-59 years","55-59","Male","M","Mississippi","28",1125,86373,1302.5
,"55-59 years","55-59","Male","M","Missouri","29",1972,184693,1067.7
,"55-59 years","55-59","Male","M","Montana","30",272,32374,840.2
,"55-59 years","55-59","Male","M","Nebraska","31",445,55163,806.7
,"55-59 years","55-59","Male","M","Nevada","32",1020,100189,1018.1
,"55-59 years","55-59","Male","M","New Hampshire","33",370,50571,731.6
,"55-59 years","55-59","Male","M","New Jersey","34",2162,306384,705.7
,"55-59 years","55-59","Male","M","New Mexico","35",703,58899,1193.6
,"55-59 years","55-59","Male","M","New York","36",4855,627358,773.9
,"55-59 years","55-59","Male","M","North Carolina","37",3365,333512,1009.0
,"55-59 years","55-59","Male","M","North Dakota","38",175,20797,841.5
,"55-59 years","55-59","Male","M","Ohio","39",3660,363910,1005.7
,"55-59 years","55-59","Male","M","Oklahoma","40",1456,110963,1312.1
,"55-59 years","55-59","Male","M","Oregon","41",1066,122197,872.4
,"55-59 years","55-59","Male","M","Pennsylvania","42",3703,416178,889.8
,"55-59 years","55-59","Male","M","Rhode Island","44",274,36478,751.1
,"55-59 years","55-59","Male","M","South Carolina","45",1923,163745,1174.4
,"55-59 years","55-59","Male","M","South Dakota","46",201,26500,758.5
,"55-59 years","55-59","Male","M","Tennessee","47",2642,219185,1205.4
,"55-59 years","55-59","Male","M","Texas","48",7458,836938,891.1
,"55-59 years","55-59","Male","M","Utah","49",525,77425,678.1
,"55-59 years","55-59","Male","M","Vermont","50",171,21276,803.7
,"55-59 years","55-59","Male","M","Virginia","51",2261,269059,840.3
,"55-59 years","55-59","Male","M","Washington","53",1881,225437,834.4
,"55-59 years","55-59","Male","M","West Virginia","54",825,57318,1439.3
,"55-59 years","55-59","Male","M","Wisconsin","55",1560,192365,811.0
,"55-59 years","55-59","Male","M","Wyoming","56",139,16408,847.1
,"60-64 years ","60-64","Female","F","Alabama","01",2032,174072,1167.3
,"60-64 years ","60-64","Female","F","Alaska","02",190,21104,900.3
,"60-64 years ","60-64","Female","F","Arizona","04",1845,234126,788.0
,"60-64 years ","60-64","Female","F","Arkansas","05",1225,99415,1232.2
,"60-64 years ","60-64","Female","F","California","06",7670,1178747,650.7
,"60-64 years ","60-64","Female","F","Colorado","08",1239,177390,698.5
,"60-64 years ","60-64","Female","F","Connecticut","09",847,130971,646.7
,"60-64 years ","60-64","Female","F","Delaware","10",308,40091,768.3
,"60-64 years ","60-64","Female","F","District of Columbia","11",177,16246,1089.5
,"60-64 years ","60-64","Female","F","Florida","12",6364,805668,789.9
,"60-64 years ","60-64","Female","F","Georgia","13",3219,343795,936.3
,"60-64 years ","60-64","Female","F","Hawaii","15",282,45571,618.8
,"60-64 years ","60-64","Female","F","Idaho","16",406,60056,676.0
,"60-64 years ","60-64","Female","F","Illinois","17",3225,410938,784.8
,"60-64 years ","60-64","Female","F","Indiana","18",2283,220828,1033.8
,"60-64 years ","60-64","Female","F","Iowa","19",839,105130,798.1
,"60-64 years ","60-64","Female","F","Kansas","20",865,93256,927.6
,"60-64 years ","60-64","Female","F","Kentucky","21",1805,152114,1186.6
,"60-64 years ","60-64","Female","F","Louisiana","22",1703,152143,1119.3
,"60-64 years ","60-64","Female","F","Maine","23",454,56407,804.9
,"60-64 years ","60-64","Female","F","Maryland","24",1655,212249,779.7
,"60-64 years ","60-64","Female","F","Massachusetts","25",1472,243407,604.7
,"60-64 years ","60-64","Female","F","Michigan","26",3145,352285,892.7
,"60-64 years ","60-64","Female","F","Minnesota","27",1233,189639,650.2
,"60-64 years ","60-64","Female","F","Mississippi","28",1229,98645,1245.9
,"60-64 years ","60-64","Female","F","Missouri","29",2067,212560,972.4
,"60-64 years ","60-64","Female","F","Montana","30",327,39264,832.8
,"60-64 years ","60-64","Female","F","Nebraska","31",492,60936,807.4
,"60-64 years ","60-64","Female","F","Nevada","32",840,98980,848.7
,"60-64 years ","60-64","Female","F","New Hampshire","33",388,56734,683.9
,"60-64 years ","60-64","Female","F","New Jersey","34",2107,318412,661.7
,"60-64 years ","60-64","Female","F","New Mexico","35",623,71383,872.8
,"60-64 years ","60-64","Female","F","New York","36",4370,673306,649.0
,"60-64 years ","60-64","Female","F","North Carolina","37",3418,359876,949.8
,"60-64 years ","60-64","Female","F","North Dakota","38",168,22845,735.4
,"60-64 years ","60-64","Female","F","Ohio","39",3905,402683,969.7
,"60-64 years ","60-64","Female","F","Oklahoma","40",1526,126215,1209.0
,"60-64 years ","60-64","Female","F","Oregon","41",1091,134841,809.1
,"60-64 years ","60-64","Female","F","Pennsylvania","42",3682,458036,803.9
,"60-64 years ","60-64","Female","F","Rhode Island","44",281,39648,708.7
,"60-64 years ","60-64","Female","F","South Carolina","45",1737,189666,915.8
,"60-64 years ","60-64","Female","F","South Dakota","46",227,30417,746.3
,"60-64 years ","60-64","Female","F","Tennessee","47",2634,236765,1112.5
,"60-64 years ","60-64","Female","F","Texas","48",7138,844612,845.1
,"60-64 years ","60-64","Female","F","Utah","49",534,78860,677.1
,"60-64 years ","60-64","Female","F","Vermont","50",172,24974,688.7
,"60-64 years ","60-64","Female","F","Virginia","51",2306,284367,810.9
,"60-64 years ","60-64","Female","F","Washington","53",1846,239233,771.6
,"60-64 years ","60-64","Female","F","West Virginia","54",824,62057,1327.8
,"60-64 years ","60-64","Female","F","Wisconsin","55",1538,210246,731.5
,"60-64 years ","60-64","Female","F","Wyoming","56",167,19491,856.8
,"60-64 years ","60-64","Male","M","Alabama","01",2956,160317,1843.8
,"60-64 years ","60-64","Male","M","Alaska","02",320,22913,1396.6
,"60-64 years ","60-64","Male","M","Arizona","04",2937,218673,1343.1
,"60-64 years ","60-64","Male","M","Arkansas","05",1800,93912,1916.7
,"60-64 years ","60-64","Male","M","California","06",12867,1139381,1129.3
,"60-64 years ","60-64","Male","M","Colorado","08",1911,170007,1124.1
,"60-64 years ","60-64","Male","M","Connecticut","09",1321,123417,1070.4
,"60-64 years ","60-64","Male","M","Delaware","10",452,35410,1276.5
,"60-64 years ","60-64","Male","M","District of Columbia","11",250,14983,1668.6
,"60-64 years ","60-64","Male","M","Florida","12",9445,744524,1268.6
,"60-64 years ","60-64","Male","M","Georgia","13",4701,315811,1488.5
,"60-64 years ","60-64","Male","M","Hawaii","15",555,44865,1237.0
,"60-64 years ","60-64","Male","M","Idaho","16",616,58183,1058.7
,"60-64 years ","60-64","Male","M","Illinois","17",5088,392624,1295.9
,"60-64 years ","60-64","Male","M","Indiana","18",3278,211109,1552.8
,"60-64 years ","60-64","Male","M","Iowa","19",1366,102903,1327.5
,"60-64 years ","60-64","Male","M","Kansas","20",1264,89268,1416.0
,"60-64 years ","60-64","Male","M","Kentucky","21",2674,142797,1872.6
,"60-64 years ","60-64","Male","M","Louisiana","22",2584,139147,1857.0
,"60-64 years ","60-64","Male","M","Maine","23",706,53002,1332.0
,"60-64 years ","60-64","Male","M","Maryland","24",2437,194499,1253.0
,"60-64 years ","60-64","Male","M","Massachusetts","25",2319,230454,1006.3
,"60-64 years ","60-64","Male","M","Michigan","26",4788,337776,1417.5
,"60-64 years ","60-64","Male","M","Minnesota","27",1907,188958,1009.2
,"60-64 years ","60-64","Male","M","Mississippi","28",1765,89484,1972.4
,"60-64 years ","60-64","Male","M","Missouri","29",3208,201778,1589.9
,"60-64 years ","60-64","Male","M","Montana","30",470,37775,1244.2
,"60-64 years ","60-64","Male","M","Nebraska","31",741,60185,1231.2
,"60-64 years ","60-64","Male","M","Nevada","32",1319,98437,1339.9
,"60-64 years ","60-64","Male","M","New Hampshire","33",570,55150,1033.5
,"60-64 years ","60-64","Male","M","New Jersey","34",3074,303799,1011.9
,"60-64 years ","60-64","Male","M","New Mexico","35",996,65937,1510.5
,"60-64 years ","60-64","Male","M","New York","36",6974,630491,1106.1
,"60-64 years ","60-64","Male","M","North Carolina","37",4852,329378,1473.1
,"60-64 years ","60-64","Male","M","North Dakota","38",305,23611,1291.8
,"60-64 years ","60-64","Male","M","Ohio","39",5882,381642,1541.2
,"60-64 years ","60-64","Male","M","Oklahoma","40",2167,119058,1820.1
,"60-64 years ","60-64","Male","M","Oregon","41",1715,126281,1358.1
,"60-64 years ","60-64","Male","M","Pennsylvania","42",5666,436091,1299.3
,"60-64 years ","60-64","Male","M","Rhode Island","44",418,36630,1141.1
,"60-64 years ","60-64","Male","M","South Carolina","45",2766,170643,1620.9
,"60-64 years ","60-64","Male","M","South Dakota","46",331,30886,1071.7
,"60-64 years ","60-64","Male","M","Tennessee","47",3814,218818,1743.0
,"60-64 years ","60-64","Male","M","Texas","48",11013,808166,1362.7
,"60-64 years ","60-64","Male","M","Utah","49",811,77189,1050.7
,"60-64 years ","60-64","Male","M","Vermont","50",279,23666,1178.9
,"60-64 years ","60-64","Male","M","Virginia","51",3393,268278,1264.7
,"60-64 years ","60-64","Male","M","Washington","53",2876,232890,1234.9
,"60-64 years ","60-64","Male","M","West Virginia","54",1144,58764,1946.8
,"60-64 years ","60-64","Male","M","Wisconsin","55",2482,207853,1194.1
,"60-64 years ","60-64","Male","M","Wyoming","56",241,19641,1227.0
,"65-69 years","65-69","Female","F","Alabama","01",2584,162198,1593.1
,"65-69 years","65-69","Female","F","Alaska","02",214,19154,1117.3
,"65-69 years","65-69","Female","F","Arizona","04",2610,227553,1147.0
,"65-69 years","65-69","Female","F","Arkansas","05",1529,92757,1648.4
,"65-69 years","65-69","Female","F","California","06",9934,1057939,939.0
,"65-69 years","65-69","Female","F","Colorado","08",1613,163492,986.6
,"65-69 years","65-69","Female","F","Connecticut","09",1098,115242,952.8
,"65-69 years","65-69","Female","F","Delaware","10",404,39031,1035.1
,"65-69 years","65-69","Female","F","District of Columbia","11",230,15270,1506.2
,"65-69 years","65-69","Female","F","Florida","12",8193,762020,1075.2
,"65-69 years","65-69","Female","F","Georgia","13",4185,303195,1380.3
,"65-69 years","65-69","Female","F","Hawaii","15",412,44969,916.2
,"65-69 years","65-69","Female","F","Idaho","16",613,57475,1066.6
,"65-69 years","65-69","Female","F","Illinois","17",4320,375778,1149.6
,"65-69 years","65-69","Female","F","Indiana","18",2821,203321,1387.5
,"65-69 years","65-69","Female","F","Iowa","19",1182,96625,1223.3
,"65-69 years","65-69","Female","F","Kansas","20",1109,86715,1278.9
,"65-69 years","65-69","Female","F","Kentucky","21",2361,140324,1682.5
,"65-69 years","65-69","Female","F","Louisiana","22",2190,141076,1552.4
,"65-69 years","65-69","Female","F","Maine","23",610,54004,1129.5
,"65-69 years","65-69","Female","F","Maryland","24",2026,184996,1095.2
,"65-69 years","65-69","Female","F","Massachusetts","25",2104,219524,958.4
,"65-69 years","65-69","Female","F","Michigan","26",4265,332758,1281.7
,"65-69 years","65-69","Female","F","Minnesota","27",1646,170331,966.4
,"65-69 years","65-69","Female","F","Mississippi","28",1595,91001,1752.7
,"65-69 years","65-69","Female","F","Missouri","29",2654,194492,1364.6
,"65-69 years","65-69","Female","F","Montana","30",436,39032,1117.0
,"65-69 years","65-69","Female","F","Nebraska","31",644,56388,1142.1
,"65-69 years","65-69","Female","F","Nevada","32",1154,93252,1237.5
,"65-69 years","65-69","Female","F","New Hampshire","33",514,50287,1022.1
,"65-69 years","65-69","Female","F","New Jersey","34",2583,280501,920.9
,"65-69 years","65-69","Female","F","New Mexico","35",830,69457,1195.0
,"65-69 years","65-69","Female","F","New York","36",5663,604428,936.9
,"65-69 years","65-69","Female","F","North Carolina","37",4398,331624,1326.2
,"65-69 years","65-69","Female","F","North Dakota","38",245,21623,1133.1
,"65-69 years","65-69","Female","F","Ohio","39",5181,380792,1360.6
,"65-69 years","65-69","Female","F","Oklahoma","40",1953,115856,1685.7
,"65-69 years","65-69","Female","F","Oregon","41",1599,136492,1171.5
,"65-69 years","65-69","Female","F","Pennsylvania","42",5158,433975,1188.5
,"65-69 years","65-69","Female","F","Rhode Island","44",396,36364,1089.0
,"65-69 years","65-69","Female","F","South Carolina","45",2417,181187,1334.0
,"65-69 years","65-69","Female","F","South Dakota","46",310,28797,1076.5
,"65-69 years","65-69","Female","F","Tennessee","47",3469,217825,1592.6
,"65-69 years","65-69","Female","F","Texas","48",9284,745548,1245.3
,"65-69 years","65-69","Female","F","Utah","49",704,72093,976.5
,"65-69 years","65-69","Female","F","Vermont","50",230,23812,965.9
,"65-69 years","65-69","Female","F","Virginia","51",3186,255460,1247.2
,"65-69 years","65-69","Female","F","Washington","53",2402,227410,1056.2
,"65-69 years","65-69","Female","F","West Virginia","54",1070,61960,1726.9
,"65-69 years","65-69","Female","F","Wisconsin","55",1992,190998,1042.9
,"65-69 years","65-69","Female","F","Wyoming","56",233,19067,1222.0
,"65-69 years","65-69","Male","M","Alabama","01",3608,142292,2535.6
,"65-69 years","65-69","Male","M","Alaska","02",401,19997,2005.3
,"65-69 years","65-69","Male","M","Arizona","04",3777,202320,1866.8
,"65-69 years","65-69","Male","M","Arkansas","05",2022,82927,2438.3
,"65-69 years","65-69","Male","M","California","06",15541,971136,1600.3
,"65-69 years","65-69","Male","M","Colorado","08",2449,153270,1597.8
,"65-69 years","65-69","Male","M","Connecticut","09",1572,106693,1473.4
,"65-69 years","65-69","Male","M","Delaware","10",543,34043,1595.0
,"65-69 years","65-69","Male","M","District of Columbia","11",323,12525,2578.8
,"65-69 years","65-69","Male","M","Florida","12",12096,670262,1804.7
,"65-69 years","65-69","Male","M","Georgia","13",5584,264942,2107.6
,"65-69 years","65-69","Male","M","Hawaii","15",659,42324,1557.0
,"65-69 years","65-69","Male","M","Idaho","16",887,54753,1620.0
,"65-69 years","65-69","Male","M","Illinois","17",6359,343940,1848.9
,"65-69 years","65-69","Male","M","Indiana","18",4045,188053,2151.0
,"65-69 years","65-69","Male","M","Iowa","19",1730,93800,1844.3
,"65-69 years","65-69","Male","M","Kansas","20",1526,81380,1875.2
,"65-69 years","65-69","Male","M","Kentucky","21",3221,127184,2532.6
,"65-69 years","65-69","Male","M","Louisiana","22",3068,125698,2440.8
,"65-69 years","65-69","Male","M","Maine","23",826,49983,1652.6
,"65-69 years","65-69","Male","M","Maryland","24",2782,162168,1715.5
,"65-69 years","65-69","Male","M","Massachusetts","25",2949,198199,1487.9
,"65-69 years","65-69","Male","M","Michigan","26",5927,307606,1926.8
,"65-69 years","65-69","Male","M","Minnesota","27",2471,164973,1497.8
,"65-69 years","65-69","Male","M","Mississippi","28",2142,79985,2678.0
,"65-69 years","65-69","Male","M","Missouri","29",3959,177411,2231.5
,"65-69 years","65-69","Male","M","Montana","30",572,37225,1536.6
,"65-69 years","65-69","Male","M","Nebraska","31",969,54036,1793.2
,"65-69 years","65-69","Male","M","Nevada","32",1769,87410,2023.8
,"65-69 years","65-69","Male","M","New Hampshire","33",775,48328,1603.6
,"65-69 years","65-69","Male","M","New Jersey","34",3727,253694,1469.1
,"65-69 years","65-69","Male","M","New Mexico","35",1225,61711,1985.1
,"65-69 years","65-69","Male","M","New York","36",8284,546974,1514.5
,"65-69 years","65-69","Male","M","North Carolina","37",6081,290585,2092.7
,"65-69 years","65-69","Male","M","North Dakota","38",361,21873,1650.4
,"65-69 years","65-69","Male","M","Ohio","39",7562,348458,2170.1
,"65-69 years","65-69","Male","M","Oklahoma","40",2630,105636,2489.7
,"65-69 years","65-69","Male","M","Oregon","41",2311,123567,1870.2
,"65-69 years","65-69","Male","M","Pennsylvania","42",7542,400996,1880.8
,"65-69 years","65-69","Male","M","Rhode Island","44",566,32896,1720.6
,"65-69 years","65-69","Male","M","South Carolina","45",3383,156504,2161.6
,"65-69 years","65-69","Male","M","South Dakota","46",448,29152,1536.8
,"65-69 years","65-69","Male","M","Tennessee","47",4622,194053,2381.8
,"65-69 years","65-69","Male","M","Texas","48",13210,678996,1945.5
,"65-69 years","65-69","Male","M","Utah","49",1034,69269,1492.7
,"65-69 years","65-69","Male","M","Vermont","50",359,22755,1577.7
,"65-69 years","65-69","Male","M","Virginia","51",4226,229532,1841.1
,"65-69 years","65-69","Male","M","Washington","53",3465,210884,1643.1
,"65-69 years","65-69","Male","M","West Virginia","54",1502,57608,2607.3
,"65-69 years","65-69","Male","M","Wisconsin","55",3005,185743,1617.8
,"65-69 years","65-69","Male","M","Wyoming","56",348,19511,1783.6
,"70-74 years","70-74","Female","F","Alabama","01",3053,134332,2272.7
,"70-74 years","70-74","Female","F","Alaska","02",239,14760,1619.2
,"70-74 years","70-74","Female","F","Arizona","04",3260,201350,1619.1
,"70-74 years","70-74","Female","F","Arkansas","05",1867,77737,2401.7
,"70-74 years","70-74","Female","F","California","06",13007,877302,1482.6
,"70-74 years","70-74","Female","F","Colorado","08",2053,135939,1510.2
,"70-74 years","70-74","Female","F","Connecticut","09",1354,92728,1460.2
,"70-74 years","70-74","Female","F","Delaware","10",533,31909,1670.4
,"70-74 years","70-74","Female","F","District of Columbia","11",251,13139,1910.3
,"70-74 years","70-74","Female","F","Florida","12",10495,670857,1564.4
,"70-74 years","70-74","Female","F","Georgia","13",5092,249939,2037.3
,"70-74 years","70-74","Female","F","Hawaii","15",519,40962,1267.0
,"70-74 years","70-74","Female","F","Idaho","16",816,47603,1714.2
,"70-74 years","70-74","Female","F","Illinois","17",5383,307212,1752.2
,"70-74 years","70-74","Female","F","Indiana","18",3560,166132,2142.9
,"70-74 years","70-74","Female","F","Iowa","19",1514,80658,1877.1
,"70-74 years","70-74","Female","F","Kansas","20",1401,70597,1984.5
,"70-74 years","70-74","Female","F","Kentucky","21",2809,116251,2416.3
,"70-74 years","70-74","Female","F","Louisiana","22",2498,114670,2178.4
,"70-74 years","70-74","Female","F","Maine","23",779,45401,1715.8
,"70-74 years","70-74","Female","F","Maryland","24",2583,151693,1702.8
,"70-74 years","70-74","Female","F","Massachusetts","25",2642,180604,1462.9
,"70-74 years","70-74","Female","F","Michigan","26",5055,272553,1854.7
,"70-74 years","70-74","Female","F","Minnesota","27",2164,138729,1559.9
,"70-74 years","70-74","Female","F","Mississippi","28",1847,74936,2464.8
,"70-74 years","70-74","Female","F","Missouri","29",3263,158801,2054.8
,"70-74 years","70-74","Female","F","Montana","30",562,32474,1730.6
,"70-74 years","70-74","Female","F","Nebraska","31",883,47356,1864.6
,"70-74 years","70-74","Female","F","Nevada","32",1453,79403,1829.9
,"70-74 years","70-74","Female","F","New Hampshire","33",647,39795,1625.8
,"70-74 years","70-74","Female","F","New Jersey","34",3288,224739,1463.0
,"70-74 years","70-74","Female","F","New Mexico","35",1032,60736,1699.2
,"70-74 years","70-74","Female","F","New York","36",7313,500863,1460.1
,"70-74 years","70-74","Female","F","North Carolina","37",5267,278884,1888.6
,"70-74 years","70-74","Female","F","North Dakota","38",282,16907,1667.9
,"70-74 years","70-74","Female","F","Ohio","39",6382,312405,2042.9
,"70-74 years","70-74","Female","F","Oklahoma","40",2320,94675,2450.5
,"70-74 years","70-74","Female","F","Oregon","41",1997,122267,1633.3
,"70-74 years","70-74","Female","F","Pennsylvania","42",6356,357516,1777.8
,"70-74 years","70-74","Female","F","Rhode Island","44",419,28872,1451.2
,"70-74 years","70-74","Female","F","South Carolina","45",3051,153708,1984.9
,"70-74 years","70-74","Female","F","South Dakota","46",386,22711,1699.6
,"70-74 years","70-74","Female","F","Tennessee","47",4239,178921,2369.2
,"70-74 years","70-74","Female","F","Texas","48",11443,597703,1914.5
,"70-74 years","70-74","Female","F","Utah","49",1000,58510,1709.1
,"70-74 years","70-74","Female","F","Vermont","50",323,20116,1605.7
,"70-74 years","70-74","Female","F","Virginia","51",3820,211227,1808.5
,"70-74 years","70-74","Female","F","Washington","53",3087,191661,1610.7
,"70-74 years","70-74","Female","F","West Virginia","54",1324,55148,2400.8
,"70-74 years","70-74","Female","F","Wisconsin","55",2622,156309,1677.4
,"70-74 years","70-74","Female","F","Wyoming","56",277,15036,1842.2
,"70-74 years","70-74","Male","M","Alabama","01",3854,112101,3438.0
,"70-74 years","70-74","Male","M","Alaska","02",414,15383,2691.3
,"70-74 years","70-74","Male","M","Arizona","04",4458,173713,2566.3
,"70-74 years","70-74","Male","M","Arkansas","05",2425,66718,3634.7
,"70-74 years","70-74","Male","M","California","06",17167,754598,2275.0
,"70-74 years","70-74","Male","M","Colorado","08",2721,122343,2224.1
,"70-74 years","70-74","Male","M","Connecticut","09",1660,80052,2073.7
,"70-74 years","70-74","Male","M","Delaware","10",644,27180,2369.4
,"70-74 years","70-74","Male","M","District of Columbia","11",288,9761,2950.5
,"70-74 years","70-74","Male","M","Florida","12",13964,570124,2449.3
,"70-74 years","70-74","Male","M","Georgia","13",6053,202768,2985.2
,"70-74 years","70-74","Male","M","Hawaii","15",877,37622,2331.1
,"70-74 years","70-74","Male","M","Idaho","16",1043,45182,2308.4
,"70-74 years","70-74","Male","M","Illinois","17",6902,264957,2605.0
,"70-74 years","70-74","Male","M","Indiana","18",4324,145498,2971.9
,"70-74 years","70-74","Male","M","Iowa","19",2166,74892,2892.2
,"70-74 years","70-74","Male","M","Kansas","20",1892,63915,2960.2
,"70-74 years","70-74","Male","M","Kentucky","21",3446,100568,3426.5
,"70-74 years","70-74","Male","M","Louisiana","22",3249,97337,3337.9
,"70-74 years","70-74","Male","M","Maine","23",1058,41039,2578.0
,"70-74 years","70-74","Male","M","Maryland","24",3075,123914,2481.6
,"70-74 years","70-74","Male","M","Massachusetts","25",3398,154446,2200.1
,"70-74 years","70-74","Male","M","Michigan","26",6572,241531,2721.0
,"70-74 years","70-74","Male","M","Minnesota","27",2997,129110,2321.3
,"70-74 years","70-74","Male","M","Mississippi","28",2373,62671,3786.4
,"70-74 years","70-74","Male","M","Missouri","29",4169,137122,3040.4
,"70-74 years","70-74","Male","M","Montana","30",765,31884,2399.3
,"70-74 years","70-74","Male","M","Nebraska","31",1095,42989,2547.2
,"70-74 years","70-74","Male","M","Nevada","32",2066,70763,2919.6
,"70-74 years","70-74","Male","M","New Hampshire","33",877,37040,2367.7
,"70-74 years","70-74","Male","M","New Jersey","34",4047,190605,2123.2
,"70-74 years","70-74","Male","M","New Mexico","35",1428,53610,2663.7
,"70-74 years","70-74","Male","M","New York","36",9469,425829,2223.7
,"70-74 years","70-74","Male","M","North Carolina","37",6729,232366,2895.9
,"70-74 years","70-74","Male","M","North Dakota","38",422,17122,2464.7
,"70-74 years","70-74","Male","M","Ohio","39",7949,272164,2920.7
,"70-74 years","70-74","Male","M","Oklahoma","40",2771,81672,3392.8
,"70-74 years","70-74","Male","M","Oregon","41",2850,108616,2623.9
,"70-74 years","70-74","Male","M","Pennsylvania","42",8479,314879,2692.8
,"70-74 years","70-74","Male","M","Rhode Island","44",620,25226,2457.8
,"70-74 years","70-74","Male","M","South Carolina","45",3824,128409,2978.0
