GEOID,AGE_GROUP,SEX,2029,2034,2039,2044,2049,2054,2059,2064,2069,2074,2079,2084,2089,2094
06,50-54,FEMALE,1194440.0,1372282.0,1520345.0,1714667.0,1697785.0,1763329.0,1906308.0,1886620.0,1872739.0,1860761.0,1923336.0,1975547.0,2017781.0,2053441.0
06,55-59,FEMALE,1192779.0,1149737.0,1324343.0,1456038.0,1641143.0,1622070.0,1689294.0,1831215.0,1811481.0,1798685.0,1789652.0,1852014.0,1904585.0,1947472.0
06,60-64,FEMALE,1153785.0,1150665.0,1101615.0,1269166.0,1387569.0,1566788.0,1545092.0,1612429.0,1751410.0,1731396.0,1719474.0,1712913.0,1774735.0,1827425.0
06,65-69,FEMALE,1151072.0,1100213.0,1097216.0,1042649.0,1203315.0,1311474.0,1484143.0,1460451.0,1527090.0,1662125.0,1642061.0,1631250.0,1626899.0,1688073.0
06,70-74,FEMALE,1029479.0,1091003.0,1038434.0,1034362.0,976948.0,1131122.0,1230142.0,1396183.0,1371271.0,1437094.0,1567803.0,1548176.0,1538731.0,1536565.0
06,75-79,FEMALE,847619.0,953077.0,1013050.0,960645.0,957784.0,901354.0,1047703.0,1138473.0,1297021.0,1272583.0,1337579.0,1463346.0,1445270.0,1438076.0
06,80-84,FEMALE,621120.0,756140.0,850780.0,907378.0,859703.0,860398.0,808988.0,945345.0,1027867.0,1176556.0,1154627.0,1218154.0,1337081.0,1322079.0
06,85+,FEMALE,559552.0,765280.0,977425.0,1151869.0,1274265.0,1273007.0,1275646.0,1245720.0,1385190.0,1543200.0,1761425.0,1840646.0,1941147.0,2121010.0
06,0-4,MALE,1124019.0,1177599.0,1223766.0,1266923.0,1285788.0,1284090.0,1288972.0,1314926.0,1350849.0,1383624.0,1406283.0,1418055.0,1423081.0,1429130.0
06,10-14,MALE,1223353.0,1150769.0,1218590.0,1279458.0,1328351.0,1371584.0,1389756.0,1387799.0,1392157.0,1417052.0,1451554.0,1482752.0,1503845.0,1514168.0
