year,age,place_of_birth,births_per_1000_females
2071,45,all,3.27
2071,45,foreign-born,3.69
2071,45,native-born,3.19
2071,46,all,2.04
2071,46,foreign-born,2.3
2071,46,native-born,1.99
2071,47,all,1.12
2071,47,foreign-born,1.27
2071,47,native-born,1.1
2071,48,all,0.57
2071,48,foreign-born,0.65
2071,48,native-born,0.56
2071,49,all,1.18
2071,49,foreign-born,1.33
2071,49,native-born,1.15
2072,14,all,0.22
2072,14,foreign-born,0.25
2072,14,native-born,0.21
2072,15,all,0.62
2072,15,foreign-born,0.7
2072,15,native-born,0.6
2072,16,all,1.78
2072,16,foreign-born,2.01
2072,16,native-born,1.74
2072,17,all,3.58
2072,17,foreign-born,4.05
2072,17,native-born,3.5
2072,18,all,7.05
2072,18,foreign-born,7.97
2072,18,native-born,6.89
2072,19,all,15.55
2072,19,foreign-born,17.57
2072,19,native-born,15.19
2072,20,all,24.59
2072,20,foreign-born,27.8
2072,20,native-born,24.03
2072,21,all,33.38
2072,21,foreign-born,37.73
2072,21,native-born,32.62
2072,22,all,37.98
2072,22,foreign-born,42.93
2072,22,native-born,37.11
2072,23,all,42.32
2072,23,foreign-born,47.83
2072,23,native-born,41.35
2072,24,all,49.38
2072,24,foreign-born,55.82
2072,24,native-born,48.26
2072,25,all,56.18
2072,25,foreign-born,63.49
2072,25,native-born,54.9
2072,26,all,62.91
2072,26,foreign-born,71.11
2072,26,native-born,61.48
2072,27,all,76.0
2072,27,foreign-born,85.9
2072,27,native-born,74.27
2072,28,all,90.29
2072,28,foreign-born,102.05
2072,28,native-born,88.23
2072,29,all,107.3
2072,29,foreign-born,121.28
2072,29,native-born,104.85
2072,30,all,113.88
2072,30,foreign-born,128.71
2072,30,native-born,111.29
2072,31,all,116.34
2072,31,foreign-born,131.49
2072,31,native-born,113.69
2072,32,all,112.05
2072,32,foreign-born,126.64
2072,32,native-born,109.49
2072,33,all,104.84
2072,33,foreign-born,118.49
2072,33,native-born,102.45
2072,34,all,98.85
2072,34,foreign-born,111.73
2072,34,native-born,96.6
2072,35,all,90.69
2072,35,foreign-born,102.51
2072,35,native-born,88.63
2072,36,all,79.97
2072,36,foreign-born,90.39
2072,36,native-born,78.15
2072,37,all,64.89
2072,37,foreign-born,73.34
2072,37,native-born,63.41
2072,38,all,51.71
2072,38,foreign-born,58.44
2072,38,native-born,50.53
2072,39,all,40.3
2072,39,foreign-born,45.55
2072,39,native-born,39.38
2072,40,all,30.81
2072,40,foreign-born,34.83
2072,40,native-born,30.11
2072,41,all,21.9
2072,41,foreign-born,24.76
2072,41,native-born,21.4
2072,42,all,14.47
2072,42,foreign-born,16.35
2072,42,native-born,14.14
2072,43,all,8.91
2072,43,foreign-born,10.07
2072,43,native-born,8.71
2072,44,all,5.41
2072,44,foreign-born,6.12
2072,44,native-born,5.29
2072,45,all,3.27
2072,45,foreign-born,3.69
2072,45,native-born,3.19
2072,46,all,2.04
2072,46,foreign-born,2.3
2072,46,native-born,1.99
2072,47,all,1.12
2072,47,foreign-born,1.27
2072,47,native-born,1.1
2072,48,all,0.57
2072,48,foreign-born,0.65
2072,48,native-born,0.56
2072,49,all,1.18
2072,49,foreign-born,1.33
2072,49,native-born,1.15
2073,14,all,0.22
2073,14,foreign-born,0.25
2073,14,native-born,0.21
2073,15,all,0.62
2073,15,foreign-born,0.7
2073,15,native-born,0.6
2073,16,all,1.78
2073,16,foreign-born,2.01
2073,16,native-born,1.74
2073,17,all,3.59
2073,17,foreign-born,4.05
2073,17,native-born,3.5
2073,18,all,7.05
2073,18,foreign-born,7.97
2073,18,native-born,6.89
2073,19,all,15.55
2073,19,foreign-born,17.57
2073,19,native-born,15.19
2073,20,all,24.6
2073,20,foreign-born,27.8
2073,20,native-born,24.03
2073,21,all,33.38
2073,21,foreign-born,37.73
2073,21,native-born,32.62
2073,22,all,37.98
2073,22,foreign-born,42.93
2073,22,native-born,37.11
2073,23,all,42.33
2073,23,foreign-born,47.83
2073,23,native-born,41.35
2073,24,all,49.39
2073,24,foreign-born,55.82
2073,24,native-born,48.26
2073,25,all,56.18
2073,25,foreign-born,63.49
2073,25,native-born,54.9
2073,26,all,62.92
2073,26,foreign-born,71.11
2073,26,native-born,61.48
2073,27,all,76.01
2073,27,foreign-born,85.9
2073,27,native-born,74.27
2073,28,all,90.3
2073,28,foreign-born,102.05
2073,28,native-born,88.23
2073,29,all,107.31
2073,29,foreign-born,121.28
2073,29,native-born,104.85
2073,30,all,113.9
2073,30,foreign-born,128.71
2073,30,native-born,111.29
2073,31,all,116.36
2073,31,foreign-born,131.49
2073,31,native-born,113.69
2073,32,all,112.06
2073,32,foreign-born,126.64
2073,32,native-born,109.49
2073,33,all,104.85
2073,33,foreign-born,118.49
2073,33,native-born,102.45
2073,34,all,98.86
2073,34,foreign-born,111.73
2073,34,native-born,96.6
2073,35,all,90.71
2073,35,foreign-born,102.51
2073,35,native-born,88.63
2073,36,all,79.98
2073,36,foreign-born,90.39
2073,36,native-born,78.15
2073,37,all,64.9
2073,37,foreign-born,73.34
2073,37,native-born,63.41
2073,38,all,51.71
2073,38,foreign-born,58.44
2073,38,native-born,50.53
2073,39,all,40.31
2073,39,foreign-born,45.55
2073,39,native-born,39.38
2073,40,all,30.82
2073,40,foreign-born,34.83
2073,40,native-born,30.11
2073,41,all,21.91
2073,41,foreign-born,24.76
2073,41,native-born,21.4
2073,42,all,14.47
2073,42,foreign-born,16.35
2073,42,native-born,14.14
2073,43,all,8.91
2073,43,foreign-born,10.07
2073,43,native-born,8.71
2073,44,all,5.41
2073,44,foreign-born,6.12
2073,44,native-born,5.29
2073,45,all,3.27
2073,45,foreign-born,3.69
2073,45,native-born,3.19
2073,46,all,2.04
2073,46,foreign-born,2.3
2073,46,native-born,1.99
2073,47,all,1.12
2073,47,foreign-born,1.27
2073,47,native-born,1.1
2073,48,all,0.57
2073,48,foreign-born,0.65
2073,48,native-born,0.56
2073,49,all,1.18
2073,49,foreign-born,1.33
2073,49,native-born,1.15
2074,14,all,0.22
2074,14,foreign-born,0.25
2074,14,native-born,0.21
2074,15,all,0.62
2074,15,foreign-born,0.7
2074,15,native-born,0.6
2074,16,all,1.78
2074,16,foreign-born,2.01
2074,16,native-born,1.74
2074,17,all,3.59
2074,17,foreign-born,4.05
2074,17,native-born,3.5
2074,18,all,7.05
2074,18,foreign-born,7.97
2074,18,native-born,6.89
2074,19,all,15.55
2074,19,foreign-born,17.57
2074,19,native-born,15.19
2074,20,all,24.6
2074,20,foreign-born,27.8
2074,20,native-born,24.03
2074,21,all,33.39
2074,21,foreign-born,37.73
2074,21,native-born,32.62
2074,22,all,37.99
2074,22,foreign-born,42.93
2074,22,native-born,37.11
2074,23,all,42.33
2074,23,foreign-born,47.83
2074,23,native-born,41.35
2074,24,all,49.4
2074,24,foreign-born,55.82
2074,24,native-born,48.26
2074,25,all,56.19
2074,25,foreign-born,63.49
2074,25,native-born,54.9
2074,26,all,62.93
2074,26,foreign-born,71.11
2074,26,native-born,61.48
2074,27,all,76.02
2074,27,foreign-born,85.9
2074,27,native-born,74.27
2074,28,all,90.31
2074,28,foreign-born,102.05
2074,28,native-born,88.23
2074,29,all,107.33
2074,29,foreign-born,121.28
2074,29,native-born,104.85
2074,30,all,113.91
2074,30,foreign-born,128.71
2074,30,native-born,111.29
2074,31,all,116.37
2074,31,foreign-born,131.49
2074,31,native-born,113.69
2074,32,all,112.08
2074,32,foreign-born,126.64
2074,32,native-born,109.49
2074,33,all,104.86
2074,33,foreign-born,118.49
2074,33,native-born,102.45
2074,34,all,98.88
2074,34,foreign-born,111.73
2074,34,native-born,96.6
2074,35,all,90.72
2074,35,foreign-born,102.51
2074,35,native-born,88.63
2074,36,all,79.99
2074,36,foreign-born,90.39
2074,36,native-born,78.15
2074,37,all,64.91
2074,37,foreign-born,73.34
2074,37,native-born,63.41
2074,38,all,51.72
2074,38,foreign-born,58.44
2074,38,native-born,50.53
2074,39,all,40.31
2074,39,foreign-born,45.55
2074,39,native-born,39.38
2074,40,all,30.82
2074,40,foreign-born,34.83
2074,40,native-born,30.11
2074,41,all,21.91
2074,41,foreign-born,24.76
2074,41,native-born,21.4
2074,42,all,14.47
2074,42,foreign-born,16.35
2074,42,native-born,14.14
2074,43,all,8.91
2074,43,foreign-born,10.07
2074,43,native-born,8.71
2074,44,all,5.41
2074,44,foreign-born,6.12
2074,44,native-born,5.29
2074,45,all,3.27
2074,45,foreign-born,3.69
2074,45,native-born,3.19
2074,46,all,2.04
2074,46,foreign-born,2.3
2074,46,native-born,1.99
2074,47,all,1.12
2074,47,foreign-born,1.27
2074,47,native-born,1.1
2074,48,all,0.57
2074,48,foreign-born,0.65
2074,48,native-born,0.56
2074,49,all,1.18
2074,49,foreign-born,1.33
2074,49,native-born,1.15
2075,14,all,0.22
2075,14,foreign-born,0.25
2075,14,native-born,0.21
2075,15,all,0.62
2075,15,foreign-born,0.7
2075,15,native-born,0.6
2075,16,all,1.78
2075,16,foreign-born,2.01
2075,16,native-born,1.74
2075,17,all,3.59
2075,17,foreign-born,4.05
2075,17,native-born,3.5
2075,18,all,7.05
2075,18,foreign-born,7.97
2075,18,native-born,6.89
2075,19,all,15.55
2075,19,foreign-born,17.57
2075,19,native-born,15.19
2075,20,all,24.6
2075,20,foreign-born,27.8
2075,20,native-born,24.03
2075,21,all,33.39
2075,21,foreign-born,37.73
2075,21,native-born,32.62
2075,22,all,37.99
2075,22,foreign-born,42.93
2075,22,native-born,37.11
2075,23,all,42.34
2075,23,foreign-born,47.83
2075,23,native-born,41.35
2075,24,all,49.4
2075,24,foreign-born,55.82
2075,24,native-born,48.26
2075,25,all,56.2
2075,25,foreign-born,63.49
2075,25,native-born,54.9
2075,26,all,62.94
2075,26,foreign-born,71.11
2075,26,native-born,61.48
2075,27,all,76.03
2075,27,foreign-born,85.9
2075,27,native-born,74.27
2075,28,all,90.32
2075,28,foreign-born,102.05
2075,28,native-born,88.23
2075,29,all,107.34
2075,29,foreign-born,121.28
2075,29,native-born,104.85
2075,30,all,113.92
2075,30,foreign-born,128.71
2075,30,native-born,111.29
2075,31,all,116.38
2075,31,foreign-born,131.49
2075,31,native-born,113.69
2075,32,all,112.09
2075,32,foreign-born,126.64
2075,32,native-born,109.49
2075,33,all,104.88
2075,33,foreign-born,118.49
2075,33,native-born,102.45
2075,34,all,98.89
2075,34,foreign-born,111.73
2075,34,native-born,96.6
2075,35,all,90.73
2075,35,foreign-born,102.51
2075,35,native-born,88.63
2075,36,all,80.0
2075,36,foreign-born,90.39
2075,36,native-born,78.15
2075,37,all,64.92
2075,37,foreign-born,73.34
2075,37,native-born,63.41
2075,38,all,51.73
2075,38,foreign-born,58.44
2075,38,native-born,50.53
2075,39,all,40.32
2075,39,foreign-born,45.55
2075,39,native-born,39.38
2075,40,all,30.83
2075,40,foreign-born,34.83
2075,40,native-born,30.11
2075,41,all,21.91
2075,41,foreign-born,24.76
2075,41,native-born,21.4
2075,42,all,14.47
2075,42,foreign-born,16.35
2075,42,native-born,14.14
2075,43,all,8.92
2075,43,foreign-born,10.07
2075,43,native-born,8.71
2075,44,all,5.42
2075,44,foreign-born,6.12
2075,44,native-born,5.29
2075,45,all,3.27
2075,45,foreign-born,3.69
2075,45,native-born,3.19
2075,46,all,2.04
2075,46,foreign-born,2.3
2075,46,native-born,1.99
2075,47,all,1.12
2075,47,foreign-born,1.27
2075,47,native-born,1.1
2075,48,all,0.57
2075,48,foreign-born,0.65
2075,48,native-born,0.56
2075,49,all,1.18
2075,49,foreign-born,1.33
2075,49,native-born,1.15
2076,14,all,0.22
2076,14,foreign-born,0.25
2076,14,native-born,0.21
2076,15,all,0.62
2076,15,foreign-born,0.7
2076,15,native-born,0.6
2076,16,all,1.78
2076,16,foreign-born,2.01
2076,16,native-born,1.74
2076,17,all,3.59
2076,17,foreign-born,4.05
2076,17,native-born,3.5
2076,18,all,7.05
2076,18,foreign-born,7.97
2076,18,native-born,6.89
2076,19,all,15.56
2076,19,foreign-born,17.57
2076,19,native-born,15.19
2076,20,all,24.61
2076,20,foreign-born,27.8
2076,20,native-born,24.03
2076,21,all,33.39
2076,21,foreign-born,37.73
2076,21,native-born,32.62
2076,22,all,38.0
2076,22,foreign-born,42.93
2076,22,native-born,37.11
2076,23,all,42.34
2076,23,foreign-born,47.83
2076,23,native-born,41.35
2076,24,all,49.41
2076,24,foreign-born,55.82
2076,24,native-born,48.26
2076,25,all,56.2
2076,25,foreign-born,63.49
2076,25,native-born,54.9
2076,26,all,62.94
2076,26,foreign-born,71.11
2076,26,native-born,61.48
2076,27,all,76.04
2076,27,foreign-born,85.9
2076,27,native-born,74.27
2076,28,all,90.34
2076,28,foreign-born,102.05
2076,28,native-born,88.23
2076,29,all,107.35
2076,29,foreign-born,121.28
2076,29,native-born,104.85
2076,30,all,113.94
2076,30,foreign-born,128.71
2076,30,native-born,111.29
2076,31,all,116.4
2076,31,foreign-born,131.49
2076,31,native-born,113.69
2076,32,all,112.1
2076,32,foreign-born,126.64
2076,32,native-born,109.49
2076,33,all,104.89
2076,33,foreign-born,118.49
2076,33,native-born,102.45
2076,34,all,98.9
2076,34,foreign-born,111.73
2076,34,native-born,96.6
2076,35,all,90.74
2076,35,foreign-born,102.51
2076,35,native-born,88.63
2076,36,all,80.01
2076,36,foreign-born,90.39
2076,36,native-born,78.15
2076,37,all,64.92
2076,37,foreign-born,73.34
2076,37,native-born,63.41
2076,38,all,51.73
2076,38,foreign-born,58.44
2076,38,native-born,50.53
2076,39,all,40.32
2076,39,foreign-born,45.55
2076,39,native-born,39.38
2076,40,all,30.83
2076,40,foreign-born,34.83
2076,40,native-born,30.11
2076,41,all,21.91
2076,41,foreign-born,24.76
2076,41,native-born,21.4
2076,42,all,14.47
2076,42,foreign-born,16.35
2076,42,native-born,14.14
2076,43,all,8.92
2076,43,foreign-born,10.07
2076,43,native-born,8.71
2076,44,all,5.42
2076,44,foreign-born,6.12
2076,44,native-born,5.29
2076,45,all,3.27
2076,45,foreign-born,3.69
2076,45,native-born,3.19
2076,46,all,2.04
2076,46,foreign-born,2.3
2076,46,native-born,1.99
2076,47,all,1.12
2076,47,foreign-born,1.27
2076,47,native-born,1.1
2076,48,all,0.57
2076,48,foreign-born,0.65
2076,48,native-born,0.56
2076,49,all,1.18
2076,49,foreign-born,1.33
2076,49,native-born,1.15
2077,14,all,0.22
2077,14,foreign-born,0.25
2077,14,native-born,0.21
2077,15,all,0.62
2077,15,foreign-born,0.7
2077,15,native-born,0.6
2077,16,all,1.78
2077,16,foreign-born,2.01
2077,16,native-born,1.74
2077,17,all,3.59
2077,17,foreign-born,4.05
2077,17,native-born,3.5
2077,18,all,7.05
2077,18,foreign-born,7.97
2077,18,native-born,6.89
2077,19,all,15.56
2077,19,foreign-born,17.57
2077,19,native-born,15.19
2077,20,all,24.61
2077,20,foreign-born,27.8
2077,20,native-born,24.03
2077,21,all,33.4
2077,21,foreign-born,37.73
2077,21,native-born,32.62
2077,22,all,38.0
2077,22,foreign-born,42.93
2077,22,native-born,37.11
2077,23,all,42.35
2077,23,foreign-born,47.83
2077,23,native-born,41.35
2077,24,all,49.41
2077,24,foreign-born,55.82
2077,24,native-born,48.26
2077,25,all,56.21
2077,25,foreign-born,63.49
2077,25,native-born,54.9
2077,26,all,62.95
2077,26,foreign-born,71.11
2077,26,native-born,61.48
2077,27,all,76.05
2077,27,foreign-born,85.9
2077,27,native-born,74.27
2077,28,all,90.35
2077,28,foreign-born,102.05
2077,28,native-born,88.23
2077,29,all,107.37
2077,29,foreign-born,121.28
2077,29,native-born,104.85
2077,30,all,113.95
2077,30,foreign-born,128.71
2077,30,native-born,111.29
2077,31,all,116.41
2077,31,foreign-born,131.49
2077,31,native-born,113.69
2077,32,all,112.12
2077,32,foreign-born,126.64
2077,32,native-born,109.49
2077,33,all,104.9
2077,33,foreign-born,118.49
2077,33,native-born,102.45
2077,34,all,98.91
2077,34,foreign-born,111.73
2077,34,native-born,96.6
2077,35,all,90.75
2077,35,foreign-born,102.51
2077,35,native-born,88.63
2077,36,all,80.02
2077,36,foreign-born,90.39
2077,36,native-born,78.15
2077,37,all,64.93
2077,37,foreign-born,73.34
2077,37,native-born,63.41
2077,38,all,51.74
2077,38,foreign-born,58.44
2077,38,native-born,50.53
2077,39,all,40.33
2077,39,foreign-born,45.55
2077,39,native-born,39.38
2077,40,all,30.83
2077,40,foreign-born,34.83
2077,40,native-born,30.11
2077,41,all,21.92
2077,41,foreign-born,24.76
2077,41,native-born,21.4
2077,42,all,14.47
2077,42,foreign-born,16.35
2077,42,native-born,14.14
2077,43,all,8.92
2077,43,foreign-born,10.07
2077,43,native-born,8.71
2077,44,all,5.42
2077,44,foreign-born,6.12
2077,44,native-born,5.29
2077,45,all,3.27
2077,45,foreign-born,3.69
2077,45,native-born,3.19
2077,46,all,2.04
2077,46,foreign-born,2.3
2077,46,native-born,1.99
2077,47,all,1.12
2077,47,foreign-born,1.27
2077,47,native-born,1.1
2077,48,all,0.57
2077,48,foreign-born,0.65
2077,48,native-born,0.56
2077,49,all,1.18
2077,49,foreign-born,1.33
2077,49,native-born,1.15
2078,14,all,0.22
2078,14,foreign-born,0.25
2078,14,native-born,0.21
2078,15,all,0.62
2078,15,foreign-born,0.7
2078,15,native-born,0.6
2078,16,all,1.78
2078,16,foreign-born,2.01
2078,16,native-born,1.74
2078,17,all,3.59
2078,17,foreign-born,4.05
2078,17,native-born,3.5
2078,18,all,7.05
2078,18,foreign-born,7.97
2078,18,native-born,6.89
2078,19,all,15.56
2078,19,foreign-born,17.57
2078,19,native-born,15.19
2078,20,all,24.61
2078,20,foreign-born,27.8
2078,20,native-born,24.03
2078,21,all,33.4
2078,21,foreign-born,37.73
2078,21,native-born,32.62
2078,22,all,38.01
2078,22,foreign-born,42.93
2078,22,native-born,37.11
2078,23,all,42.35
2078,23,foreign-born,47.83
2078,23,native-born,41.35
2078,24,all,49.42
2078,24,foreign-born,55.82
2078,24,native-born,48.26
2078,25,all,56.22
2078,25,foreign-born,63.49
2078,25,native-born,54.9
2078,26,all,62.96
2078,26,foreign-born,71.11
2078,26,native-born,61.48
2078,27,all,76.06
2078,27,foreign-born,85.9
2078,27,native-born,74.27
2078,28,all,90.36
2078,28,foreign-born,102.05
2078,28,native-born,88.23
2078,29,all,107.38
2078,29,foreign-born,121.28
2078,29,native-born,104.85
2078,30,all,113.97
2078,30,foreign-born,128.71
2078,30,native-born,111.29
2078,31,all,116.43
2078,31,foreign-born,131.49
2078,31,native-born,113.69
2078,32,all,112.13
2078,32,foreign-born,126.64
2078,32,native-born,109.49
2078,33,all,104.91
2078,33,foreign-born,118.49
2078,33,native-born,102.45
2078,34,all,98.92
2078,34,foreign-born,111.73
2078,34,native-born,96.6
2078,35,all,90.76
2078,35,foreign-born,102.51
2078,35,native-born,88.63
2078,36,all,80.03
2078,36,foreign-born,90.39
2078,36,native-born,78.15
2078,37,all,64.94
2078,37,foreign-born,73.34
2078,37,native-born,63.41
2078,38,all,51.75
2078,38,foreign-born,58.44
2078,38,native-born,50.53
2078,39,all,40.33
2078,39,foreign-born,45.55
2078,39,native-born,39.38
2078,40,all,30.84
2078,40,foreign-born,34.83
2078,40,native-born,30.11
2078,41,all,21.92
2078,41,foreign-born,24.76
2078,41,native-born,21.4
2078,42,all,14.48
2078,42,foreign-born,16.35
2078,42,native-born,14.14
2078,43,all,8.92
2078,43,foreign-born,10.07
2078,43,native-born,8.71
2078,44,all,5.42
2078,44,foreign-born,6.12
2078,44,native-born,5.29
2078,45,all,3.27
2078,45,foreign-born,3.69
2078,45,native-born,3.19
2078,46,all,2.04
2078,46,foreign-born,2.3
2078,46,native-born,1.99
2078,47,all,1.13
2078,47,foreign-born,1.27
2078,47,native-born,1.1
2078,48,all,0.57
2078,48,foreign-born,0.65
2078,48,native-born,0.56
2078,49,all,1.18
2078,49,foreign-born,1.33
2078,49,native-born,1.15
2079,14,all,0.22
2079,14,foreign-born,0.25
2079,14,native-born,0.21
2079,15,all,0.62
2079,15,foreign-born,0.7
2079,15,native-born,0.6
2079,16,all,1.78
2079,16,foreign-born,2.01
2079,16,native-born,1.74
2079,17,all,3.59
2079,17,foreign-born,4.05
2079,17,native-born,3.5
2079,18,all,7.05
2079,18,foreign-born,7.97
2079,18,native-born,6.89
2079,19,all,15.56
2079,19,foreign-born,17.57
2079,19,native-born,15.19
2079,20,all,24.62
2079,20,foreign-born,27.8
2079,20,native-born,24.03
2079,21,all,33.41
2079,21,foreign-born,37.73
2079,21,native-born,32.62
2079,22,all,38.01
2079,22,foreign-born,42.93
2079,22,native-born,37.11
2079,23,all,42.36
2079,23,foreign-born,47.83
2079,23,native-born,41.35
2079,24,all,49.43
2079,24,foreign-born,55.82
2079,24,native-born,48.26
2079,25,all,56.22
2079,25,foreign-born,63.49
2079,25,native-born,54.9
2079,26,all,62.97
2079,26,foreign-born,71.11
2079,26,native-born,61.48
2079,27,all,76.06
2079,27,foreign-born,85.9
2079,27,native-born,74.27
2079,28,all,90.37
2079,28,foreign-born,102.05
2079,28,native-born,88.23
2079,29,all,107.39
2079,29,foreign-born,121.28
2079,29,native-born,104.85
2079,30,all,113.98
2079,30,foreign-born,128.71
2079,30,native-born,111.29
2079,31,all,116.44
2079,31,foreign-born,131.49
2079,31,native-born,113.69
2079,32,all,112.14
2079,32,foreign-born,126.64
2079,32,native-born,109.49
2079,33,all,104.92
2079,33,foreign-born,118.49
2079,33,native-born,102.45
2079,34,all,98.94
2079,34,foreign-born,111.73
2079,34,native-born,96.6
2079,35,all,90.77
2079,35,foreign-born,102.51
2079,35,native-born,88.63
2079,36,all,80.04
2079,36,foreign-born,90.39
2079,36,native-born,78.15
2079,37,all,64.95
2079,37,foreign-born,73.34
2079,37,native-born,63.41
2079,38,all,51.75
2079,38,foreign-born,58.44
2079,38,native-born,50.53
2079,39,all,40.34
2079,39,foreign-born,45.55
2079,39,native-born,39.38
