year,age,place_of_birth,births_per_1000_females
2081,18,native-born,6.89
2081,19,all,15.57
2081,19,foreign-born,17.57
2081,19,native-born,15.19
2081,20,all,24.62
2081,20,foreign-born,27.8
2081,20,native-born,24.03
2081,21,all,33.41
2081,21,foreign-born,37.73
2081,21,native-born,32.62
2081,22,all,38.02
2081,22,foreign-born,42.93
2081,22,native-born,37.11
2081,23,all,42.36
2081,23,foreign-born,47.83
2081,23,native-born,41.35
2081,24,all,49.44
2081,24,foreign-born,55.82
2081,24,native-born,48.26
2081,25,all,56.24
2081,25,foreign-born,63.49
2081,25,native-born,54.9
2081,26,all,62.98
2081,26,foreign-born,71.11
2081,26,native-born,61.48
2081,27,all,76.08
2081,27,foreign-born,85.9
2081,27,native-born,74.27
2081,28,all,90.39
2081,28,foreign-born,102.05
2081,28,native-born,88.23
2081,29,all,107.41
2081,29,foreign-born,121.28
2081,29,native-born,104.85
2081,30,all,114.0
2081,30,foreign-born,128.71
2081,30,native-born,111.29
2081,31,all,116.46
2081,31,foreign-born,131.49
2081,31,native-born,113.69
2081,32,all,112.17
2081,32,foreign-born,126.64
2081,32,native-born,109.49
2081,33,all,104.95
2081,33,foreign-born,118.49
2081,33,native-born,102.45
2081,34,all,98.96
2081,34,foreign-born,111.73
2081,34,native-born,96.6
2081,35,all,90.79
2081,35,foreign-born,102.51
2081,35,native-born,88.63
2081,36,all,80.06
2081,36,foreign-born,90.39
2081,36,native-born,78.15
2081,37,all,64.96
2081,37,foreign-born,73.34
2081,37,native-born,63.41
2081,38,all,51.76
2081,38,foreign-born,58.44
2081,38,native-born,50.53
2081,39,all,40.35
2081,39,foreign-born,45.55
2081,39,native-born,39.38
2081,40,all,30.85
2081,40,foreign-born,34.83
2081,40,native-born,30.11
2081,41,all,21.93
2081,41,foreign-born,24.76
2081,41,native-born,21.4
2081,42,all,14.48
2081,42,foreign-born,16.35
2081,42,native-born,14.14
2081,43,all,8.92
2081,43,foreign-born,10.07
2081,43,native-born,8.71
2081,44,all,5.42
2081,44,foreign-born,6.12
2081,44,native-born,5.29
2081,45,all,3.27
2081,45,foreign-born,3.69
2081,45,native-born,3.19
2081,46,all,2.04
2081,46,foreign-born,2.3
2081,46,native-born,1.99
2081,47,all,1.13
2081,47,foreign-born,1.27
2081,47,native-born,1.1
2081,48,all,0.57
2081,48,foreign-born,0.65
2081,48,native-born,0.56
2081,49,all,1.18
2081,49,foreign-born,1.33
2081,49,native-born,1.15
2082,14,all,0.22
2082,14,foreign-born,0.25
2082,14,native-born,0.21
2082,15,all,0.62
2082,15,foreign-born,0.7
2082,15,native-born,0.6
2082,16,all,1.78
2082,16,foreign-born,2.01
2082,16,native-born,1.74
2082,17,all,3.59
2082,17,foreign-born,4.05
2082,17,native-born,3.5
2082,18,all,7.06
2082,18,foreign-born,7.97
2082,18,native-born,6.89
2082,19,all,15.57
2082,19,foreign-born,17.57
2082,19,native-born,15.19
2082,20,all,24.62
2082,20,foreign-born,27.8
2082,20,native-born,24.03
2082,21,all,33.42
2082,21,foreign-born,37.73
2082,21,native-born,32.62
2082,22,all,38.02
2082,22,foreign-born,42.93
2082,22,native-born,37.11
2082,23,all,42.37
2082,23,foreign-born,47.83
2082,23,native-born,41.35
2082,24,all,49.44
2082,24,foreign-born,55.82
2082,24,native-born,48.26
2082,25,all,56.24
2082,25,foreign-born,63.49
2082,25,native-born,54.9
2082,26,all,62.99
2082,26,foreign-born,71.11
2082,26,native-born,61.48
2082,27,all,76.09
2082,27,foreign-born,85.9
2082,27,native-born,74.27
2082,28,all,90.4
2082,28,foreign-born,102.05
2082,28,native-born,88.23
2082,29,all,107.42
2082,29,foreign-born,121.28
2082,29,native-born,104.85
2082,30,all,114.01
2082,30,foreign-born,128.71
2082,30,native-born,111.29
2082,31,all,116.48
2082,31,foreign-born,131.49
2082,31,native-born,113.69
2082,32,all,112.18
2082,32,foreign-born,126.64
2082,32,native-born,109.49
2082,33,all,104.96
2082,33,foreign-born,118.49
2082,33,native-born,102.45
2082,34,all,98.97
2082,34,foreign-born,111.73
2082,34,native-born,96.6
2082,35,all,90.8
2082,35,foreign-born,102.51
2082,35,native-born,88.63
2082,36,all,80.06
2082,36,foreign-born,90.39
2082,36,native-born,78.15
2082,37,all,64.97
2082,37,foreign-born,73.34
2082,37,native-born,63.41
2082,38,all,51.77
2082,38,foreign-born,58.44
2082,38,native-born,50.53
2082,39,all,40.35
2082,39,foreign-born,45.55
2082,39,native-born,39.38
2082,40,all,30.85
2082,40,foreign-born,34.83
2082,40,native-born,30.11
2082,41,all,21.93
2082,41,foreign-born,24.76
2082,41,native-born,21.4
2082,42,all,14.48
2082,42,foreign-born,16.35
2082,42,native-born,14.14
2082,43,all,8.92
2082,43,foreign-born,10.07
2082,43,native-born,8.71
2082,44,all,5.42
2082,44,foreign-born,6.12
2082,44,native-born,5.29
2082,45,all,3.27
2082,45,foreign-born,3.69
2082,45,native-born,3.19
2082,46,all,2.04
2082,46,foreign-born,2.3
2082,46,native-born,1.99
2082,47,all,1.13
2082,47,foreign-born,1.27
2082,47,native-born,1.1
2082,48,all,0.57
2082,48,foreign-born,0.65
2082,48,native-born,0.56
2082,49,all,1.18
2082,49,foreign-born,1.33
2082,49,native-born,1.15
2083,14,all,0.22
2083,14,foreign-born,0.25
2083,14,native-born,0.21
2083,15,all,0.62
2083,15,foreign-born,0.7
2083,15,native-born,0.6
2083,16,all,1.78
2083,16,foreign-born,2.01
2083,16,native-born,1.74
2083,17,all,3.59
2083,17,foreign-born,4.05
2083,17,native-born,3.5
2083,18,all,7.06
2083,18,foreign-born,7.97
2083,18,native-born,6.89
2083,19,all,15.57
2083,19,foreign-born,17.57
2083,19,native-born,15.19
2083,20,all,24.63
2083,20,foreign-born,27.8
2083,20,native-born,24.03
2083,21,all,33.42
2083,21,foreign-born,37.73
2083,21,native-born,32.62
2083,22,all,38.03
2083,22,foreign-born,42.93
2083,22,native-born,37.11
2083,23,all,42.37
2083,23,foreign-born,47.83
2083,23,native-born,41.35
2083,24,all,49.45
2083,24,foreign-born,55.82
2083,24,native-born,48.26
2083,25,all,56.25
2083,25,foreign-born,63.49
2083,25,native-born,54.9
2083,26,all,62.99
2083,26,foreign-born,71.11
2083,26,native-born,61.48
2083,27,all,76.1
2083,27,foreign-born,85.9
2083,27,native-born,74.27
2083,28,all,90.4
2083,28,foreign-born,102.05
2083,28,native-born,88.23
2083,29,all,107.44
2083,29,foreign-born,121.28
2083,29,native-born,104.85
2083,30,all,114.03
2083,30,foreign-born,128.71
2083,30,native-born,111.29
2083,31,all,116.49
2083,31,foreign-born,131.49
2083,31,native-born,113.69
2083,32,all,112.19
2083,32,foreign-born,126.64
2083,32,native-born,109.49
2083,33,all,104.97
2083,33,foreign-born,118.49
2083,33,native-born,102.45
2083,34,all,98.98
2083,34,foreign-born,111.73
2083,34,native-born,96.6
2083,35,all,90.81
2083,35,foreign-born,102.51
2083,35,native-born,88.63
2083,36,all,80.07
2083,36,foreign-born,90.39
2083,36,native-born,78.15
2083,37,all,64.97
2083,37,foreign-born,73.34
2083,37,native-born,63.41
2083,38,all,51.77
2083,38,foreign-born,58.44
2083,38,native-born,50.53
2083,39,all,40.35
2083,39,foreign-born,45.55
2083,39,native-born,39.38
2083,40,all,30.85
2083,40,foreign-born,34.83
2083,40,native-born,30.11
2083,41,all,21.93
2083,41,foreign-born,24.76
2083,41,native-born,21.4
2083,42,all,14.48
2083,42,foreign-born,16.35
2083,42,native-born,14.14
2083,43,all,8.92
2083,43,foreign-born,10.07
2083,43,native-born,8.71
2083,44,all,5.42
2083,44,foreign-born,6.12
2083,44,native-born,5.29
2083,45,all,3.27
2083,45,foreign-born,3.69
2083,45,native-born,3.19
2083,46,all,2.04
2083,46,foreign-born,2.3
2083,46,native-born,1.99
2083,47,all,1.13
2083,47,foreign-born,1.27
2083,47,native-born,1.1
2083,48,all,0.57
2083,48,foreign-born,0.65
2083,48,native-born,0.56
2083,49,all,1.18
2083,49,foreign-born,1.33
2083,49,native-born,1.15
2084,14,all,0.22
2084,14,foreign-born,0.25
2084,14,native-born,0.21
2084,15,all,0.62
2084,15,foreign-born,0.7
2084,15,native-born,0.6
2084,16,all,1.78
2084,16,foreign-born,2.01
2084,16,native-born,1.74
2084,17,all,3.59
2084,17,foreign-born,4.05
2084,17,native-born,3.5
2084,18,all,7.06
2084,18,foreign-born,7.97
2084,18,native-born,6.89
2084,19,all,15.57
2084,19,foreign-born,17.57
2084,19,native-born,15.19
2084,20,all,24.63
2084,20,foreign-born,27.8
2084,20,native-born,24.03
2084,21,all,33.42
2084,21,foreign-born,37.73
2084,21,native-born,32.62
2084,22,all,38.03
2084,22,foreign-born,42.93
2084,22,native-born,37.11
2084,23,all,42.38
2084,23,foreign-born,47.83
2084,23,native-born,41.35
2084,24,all,49.45
2084,24,foreign-born,55.82
2084,24,native-born,48.26
2084,25,all,56.25
2084,25,foreign-born,63.49
2084,25,native-born,54.9
2084,26,all,63.0
2084,26,foreign-born,71.11
2084,26,native-born,61.48
2084,27,all,76.1
2084,27,foreign-born,85.9
2084,27,native-born,74.27
2084,28,all,90.41
2084,28,foreign-born,102.05
2084,28,native-born,88.23
2084,29,all,107.45
2084,29,foreign-born,121.28
2084,29,native-born,104.85
2084,30,all,114.04
2084,30,foreign-born,128.71
2084,30,native-born,111.29
2084,31,all,116.5
2084,31,foreign-born,131.49
2084,31,native-born,113.69
2084,32,all,112.2
2084,32,foreign-born,126.64
2084,32,native-born,109.49
2084,33,all,104.98
2084,33,foreign-born,118.49
2084,33,native-born,102.45
2084,34,all,98.99
2084,34,foreign-born,111.73
2084,34,native-born,96.6
2084,35,all,90.82
2084,35,foreign-born,102.51
2084,35,native-born,88.63
2084,36,all,80.08
2084,36,foreign-born,90.39
2084,36,native-born,78.15
2084,37,all,64.98
2084,37,foreign-born,73.34
2084,37,native-born,63.41
2084,38,all,51.78
2084,38,foreign-born,58.44
2084,38,native-born,50.53
2084,39,all,40.36
2084,39,foreign-born,45.55
2084,39,native-born,39.38
2084,40,all,30.86
2084,40,foreign-born,34.83
2084,40,native-born,30.11
2084,41,all,21.93
2084,41,foreign-born,24.76
2084,41,native-born,21.4
2084,42,all,14.49
2084,42,foreign-born,16.35
2084,42,native-born,14.14
2084,43,all,8.92
2084,43,foreign-born,10.07
2084,43,native-born,8.71
2084,44,all,5.42
2084,44,foreign-born,6.12
2084,44,native-born,5.29
2084,45,all,3.27
2084,45,foreign-born,3.69
2084,45,native-born,3.19
2084,46,all,2.04
2084,46,foreign-born,2.3
2084,46,native-born,1.99
2084,47,all,1.13
2084,47,foreign-born,1.27
2084,47,native-born,1.1
2084,48,all,0.57
2084,48,foreign-born,0.65
2084,48,native-born,0.56
2084,49,all,1.18
2084,49,foreign-born,1.33
2084,49,native-born,1.15
2085,14,all,0.22
2085,14,foreign-born,0.25
2085,14,native-born,0.21
2085,15,all,0.62
2085,15,foreign-born,0.7
2085,15,native-born,0.6
2085,16,all,1.78
2085,16,foreign-born,2.01
2085,16,native-born,1.74
2085,17,all,3.59
2085,17,foreign-born,4.05
2085,17,native-born,3.5
2085,18,all,7.06
2085,18,foreign-born,7.97
2085,18,native-born,6.89
2085,19,all,15.57
2085,19,foreign-born,17.57
2085,19,native-born,15.19
2085,20,all,24.63
2085,20,foreign-born,27.8
2085,20,native-born,24.03
2085,21,all,33.43
2085,21,foreign-born,37.73
2085,21,native-born,32.62
2085,22,all,38.04
2085,22,foreign-born,42.93
2085,22,native-born,37.11
2085,23,all,42.38
2085,23,foreign-born,47.83
2085,23,native-born,41.35
2085,24,all,49.46
2085,24,foreign-born,55.82
2085,24,native-born,48.26
2085,25,all,56.26
2085,25,foreign-born,63.49
2085,25,native-born,54.9
2085,26,all,63.0
2085,26,foreign-born,71.11
2085,26,native-born,61.48
2085,27,all,76.11
2085,27,foreign-born,85.9
2085,27,native-born,74.27
2085,28,all,90.42
2085,28,foreign-born,102.05
2085,28,native-born,88.23
2085,29,all,107.46
2085,29,foreign-born,121.28
2085,29,native-born,104.85
2085,30,all,114.05
2085,30,foreign-born,128.71
2085,30,native-born,111.29
2085,31,all,116.51
2085,31,foreign-born,131.49
2085,31,native-born,113.69
2085,32,all,112.21
2085,32,foreign-born,126.64
2085,32,native-born,109.49
2085,33,all,104.99
2085,33,foreign-born,118.49
2085,33,native-born,102.45
2085,34,all,99.0
2085,34,foreign-born,111.73
2085,34,native-born,96.6
2085,35,all,90.83
2085,35,foreign-born,102.51
2085,35,native-born,88.63
2085,36,all,80.09
2085,36,foreign-born,90.39
2085,36,native-born,78.15
2085,37,all,64.98
2085,37,foreign-born,73.34
2085,37,native-born,63.41
2085,38,all,51.78
2085,38,foreign-born,58.44
2085,38,native-born,50.53
2085,39,all,40.36
2085,39,foreign-born,45.55
2085,39,native-born,39.38
2085,40,all,30.86
2085,40,foreign-born,34.83
2085,40,native-born,30.11
2085,41,all,21.93
2085,41,foreign-born,24.76
2085,41,native-born,21.4
2085,42,all,14.49
2085,42,foreign-born,16.35
2085,42,native-born,14.14
2085,43,all,8.93
2085,43,foreign-born,10.07
2085,43,native-born,8.71
2085,44,all,5.42
2085,44,foreign-born,6.12
2085,44,native-born,5.29
2085,45,all,3.27
2085,45,foreign-born,3.69
2085,45,native-born,3.19
2085,46,all,2.04
2085,46,foreign-born,2.3
2085,46,native-born,1.99
2085,47,all,1.13
2085,47,foreign-born,1.27
2085,47,native-born,1.1
2085,48,all,0.57
2085,48,foreign-born,0.65
2085,48,native-born,0.56
2085,49,all,1.18
2085,49,foreign-born,1.33
2085,49,native-born,1.15
2086,14,all,0.22
2086,14,foreign-born,0.25
2086,14,native-born,0.21
2086,15,all,0.62
2086,15,foreign-born,0.7
2086,15,native-born,0.6
2086,16,all,1.78
2086,16,foreign-born,2.01
2086,16,native-born,1.74
2086,17,all,3.59
2086,17,foreign-born,4.05
2086,17,native-born,3.5
2086,18,all,7.06
2086,18,foreign-born,7.97
2086,18,native-born,6.89
2086,19,all,15.57
2086,19,foreign-born,17.57
2086,19,native-born,15.19
2086,20,all,24.63
2086,20,foreign-born,27.8
2086,20,native-born,24.03
2086,21,all,33.43
2086,21,foreign-born,37.73
2086,21,native-born,32.62
2086,22,all,38.04
2086,22,foreign-born,42.93
2086,22,native-born,37.11
2086,23,all,42.39
2086,23,foreign-born,47.83
2086,23,native-born,41.35
2086,24,all,49.46
2086,24,foreign-born,55.82
2086,24,native-born,48.26
2086,25,all,56.26
2086,25,foreign-born,63.49
2086,25,native-born,54.9
2086,26,all,63.01
2086,26,foreign-born,71.11
2086,26,native-born,61.48
2086,27,all,76.12
2086,27,foreign-born,85.9
2086,27,native-born,74.27
2086,28,all,90.43
2086,28,foreign-born,102.05
2086,28,native-born,88.23
2086,29,all,107.47
2086,29,foreign-born,121.28
2086,29,native-born,104.85
2086,30,all,114.06
2086,30,foreign-born,128.71
2086,30,native-born,111.29
2086,31,all,116.52
2086,31,foreign-born,131.49
2086,31,native-born,113.69
2086,32,all,112.22
2086,32,foreign-born,126.64
2086,32,native-born,109.49
2086,33,all,105.0
2086,33,foreign-born,118.49
2086,33,native-born,102.45
2086,34,all,99.0
2086,34,foreign-born,111.73
2086,34,native-born,96.6
2086,35,all,90.83
2086,35,foreign-born,102.51
2086,35,native-born,88.63
2086,36,all,80.09
2086,36,foreign-born,90.39
2086,36,native-born,78.15
2086,37,all,64.99
2086,37,foreign-born,73.34
2086,37,native-born,63.41
2086,38,all,51.79
2086,38,foreign-born,58.44
2086,38,native-born,50.53
2086,39,all,40.37
2086,39,foreign-born,45.55
2086,39,native-born,39.38
2086,40,all,30.86
2086,40,foreign-born,34.83
2086,40,native-born,30.11
2086,41,all,21.94
2086,41,foreign-born,24.76
2086,41,native-born,21.4
2086,42,all,14.49
2086,42,foreign-born,16.35
2086,42,native-born,14.14
2086,43,all,8.93
2086,43,foreign-born,10.07
2086,43,native-born,8.71
2086,44,all,5.42
2086,44,foreign-born,6.12
2086,44,native-born,5.29
2086,45,all,3.27
2086,45,foreign-born,3.69
2086,45,native-born,3.19
2086,46,all,2.04
2086,46,foreign-born,2.3
2086,46,native-born,1.99
2086,47,all,1.13
2086,47,foreign-born,1.27
2086,47,native-born,1.1
2086,48,all,0.57
2086,48,foreign-born,0.65
2086,48,native-born,0.56
2086,49,all,1.18
2086,49,foreign-born,1.33
2086,49,native-born,1.15
2087,14,all,0.22
2087,14,foreign-born,0.25
2087,14,native-born,0.21
2087,15,all,0.62
2087,15,foreign-born,0.7
2087,15,native-born,0.6
2087,16,all,1.78
2087,16,foreign-born,2.01
2087,16,native-born,1.74
2087,17,all,3.59
2087,17,foreign-born,4.05
2087,17,native-born,3.5
2087,18,all,7.06
2087,18,foreign-born,7.97
2087,18,native-born,6.89
2087,19,all,15.57
2087,19,foreign-born,17.57
2087,19,native-born,15.19
2087,20,all,24.63
2087,20,foreign-born,27.8
2087,20,native-born,24.03
2087,21,all,33.43
2087,21,foreign-born,37.73
2087,21,native-born,32.62
2087,22,all,38.04
2087,22,foreign-born,42.93
2087,22,native-born,37.11
2087,23,all,42.39
2087,23,foreign-born,47.83
2087,23,native-born,41.35
2087,24,all,49.47
2087,24,foreign-born,55.82
2087,24,native-born,48.26
2087,25,all,56.27
2087,25,foreign-born,63.49
2087,25,native-born,54.9
2087,26,all,63.02
2087,26,foreign-born,71.11
2087,26,native-born,61.48
2087,27,all,76.12
2087,27,foreign-born,85.9
2087,27,native-born,74.27
2087,28,all,90.44
2087,28,foreign-born,102.05
2087,28,native-born,88.23
2087,29,all,107.48
2087,29,foreign-born,121.28
2087,29,native-born,104.85
2087,30,all,114.07
2087,30,foreign-born,128.71
2087,30,native-born,111.29
2087,31,all,116.53
2087,31,foreign-born,131.49
2087,31,native-born,113.69
2087,32,all,112.23
2087,32,foreign-born,126.64
2087,32,native-born,109.49
2087,33,all,105.01
2087,33,foreign-born,118.49
2087,33,native-born,102.45
2087,34,all,99.01
2087,34,foreign-born,111.73
2087,34,native-born,96.6
2087,35,all,90.84
2087,35,foreign-born,102.51
2087,35,native-born,88.63
2087,36,all,80.1
2087,36,foreign-born,90.39
2087,36,native-born,78.15
2087,37,all,65.0
2087,37,foreign-born,73.34
2087,37,native-born,63.41
2087,38,all,51.79
2087,38,foreign-born,58.44
2087,38,native-born,50.53
2087,39,all,40.37
2087,39,foreign-born,45.55
2087,39,native-born,39.38
2087,40,all,30.87
2087,40,foreign-born,34.83
2087,40,native-born,30.11
2087,41,all,21.94
2087,41,foreign-born,24.76
2087,41,native-born,21.4
2087,42,all,14.49
2087,42,foreign-born,16.35
2087,42,native-born,14.14
2087,43,all,8.93
2087,43,foreign-born,10.07
2087,43,native-born,8.71
2087,44,all,5.42
2087,44,foreign-born,6.12
2087,44,native-born,5.29
2087,45,all,3.27
2087,45,foreign-born,3.69
2087,45,native-born,3.19
2087,46,all,2.04
2087,46,foreign-born,2.3
2087,46,native-born,1.99
2087,47,all,1.13
2087,47,foreign-born,1.27
2087,47,native-born,1.1
2087,48,all,0.57
2087,48,foreign-born,0.65
2087,48,native-born,0.56
2087,49,all,1.18
2087,49,foreign-born,1.33
2087,49,native-born,1.15
2088,14,all,0.22
2088,14,foreign-born,0.25
2088,14,native-born,0.21
2088,15,all,0.62
2088,15,foreign-born,0.7
2088,15,native-born,0.6
2088,16,all,1.78
2088,16,foreign-born,2.01
2088,16,native-born,1.74
2088,17,all,3.59
2088,17,foreign-born,4.05
2088,17,native-born,3.5
2088,18,all,7.06
2088,18,foreign-born,7.97
2088,18,native-born,6.89
2088,19,all,15.58
2088,19,foreign-born,17.57
2088,19,native-born,15.19
2088,20,all,24.64
2088,20,foreign-born,27.8
2088,20,native-born,24.03
2088,21,all,33.44
2088,21,foreign-born,37.73
2088,21,native-born,32.62
2088,22,all,38.05
2088,22,foreign-born,42.93
2088,22,native-born,37.11
2088,23,all,42.39
2088,23,foreign-born,47.83
2088,23,native-born,41.35
2088,24,all,49.47
2088,24,foreign-born,55.82
2088,24,native-born,48.26
2088,25,all,56.27
2088,25,foreign-born,63.49
2088,25,native-born,54.9
2088,26,all,63.02
2088,26,foreign-born,71.11
2088,26,native-born,61.48
2088,27,all,76.13
2088,27,foreign-born,85.9
2088,27,native-born,74.27
2088,28,all,90.45
2088,28,foreign-born,102.05
2088,28,native-born,88.23
2088,29,all,107.49
2088,29,foreign-born,121.28
2088,29,native-born,104.85
2088,30,all,114.08
2088,30,foreign-born,128.71
2088,30,native-born,111.29
2088,31,all,116.54
2088,31,foreign-born,131.49
2088,31,native-born,113.69
2088,32,all,112.24
2088,32,foreign-born,126.64
2088,32,native-born,109.49
2088,33,all,105.02
2088,33,foreign-born,118.49
2088,33,native-born,102.45
2088,34,all,99.02
2088,34,foreign-born,111.73
2088,34,native-born,96.6
2088,35,all,90.85
2088,35,foreign-born,102.51
2088,35,native-born,88.63
2088,36,all,80.11
2088,36,foreign-born,90.39
2088,36,native-born,78.15
2088,37,all,65.0
2088,37,foreign-born,73.34
2088,37,native-born,63.41
2088,38,all,51.8
2088,38,foreign-born,58.44
2088,38,native-born,50.53
2088,39,all,40.37
2088,39,foreign-born,45.55
2088,39,native-born,39.38
2088,40,all,30.87
2088,40,foreign-born,34.83
2088,40,native-born,30.11
2088,41,all,21.94
2088,41,foreign-born,24.76
2088,41,native-born,21.4
2088,42,all,14.49
2088,42,foreign-born,16.35
2088,42,native-born,14.14
2088,43,all,8.93
2088,43,foreign-born,10.07
2088,43,native-born,8.71
2088,44,all,5.42
2088,44,foreign-born,6.12
2088,44,native-born,5.29
2088,45,all,3.27
2088,45,foreign-born,3.69
2088,45,native-born,3.19
2088,46,all,2.04
2088,46,foreign-born,2.3
2088,46,native-born,1.99
2088,47,all,1.13
2088,47,foreign-born,1.27
2088,47,native-born,1.1
2088,48,all,0.57
2088,48,foreign-born,0.65
2088,48,native-born,0.56
2088,49,all,1.18
2088,49,foreign-born,1.33
2088,49,native-born,1.15
2089,14,all,0.22
2089,14,foreign-born,0.25
2089,14,native-born,0.21
2089,15,all,0.62
2089,15,foreign-born,0.7
2089,15,native-born,0.6
2089,16,all,1.78
2089,16,foreign-born,2.01
2089,16,native-born,1.74
2089,17,all,3.59
2089,17,foreign-born,4.05
2089,17,native-born,3.5
2089,18,all,7.06
2089,18,foreign-born,7.97
2089,18,native-born,6.89
2089,19,all,15.58
2089,19,foreign-born,17.57
2089,19,native-born,15.19
2089,20,all,24.64
2089,20,foreign-born,27.8
2089,20,native-born,24.03
2089,21,all,33.44
2089,21,foreign-born,37.73
2089,21,native-born,32.62
2089,22,all,38.05
2089,22,foreign-born,42.93
2089,22,native-born,37.11
2089,23,all,42.4
2089,23,foreign-born,47.83
2089,23,native-born,41.35
2089,24,all,49.47
2089,24,foreign-born,55.82
2089,24,native-born,48.26
2089,25,all,56.28
2089,25,foreign-born,63.49
2089,25,native-born,54.9
2089,26,all,63.03
2089,26,foreign-born,71.11
2089,26,native-born,61.48
2089,27,all,76.14
2089,27,foreign-born,85.9
2089,27,native-born,74.27
2089,28,all,90.46
2089,28,foreign-born,102.05
2089,28,native-born,88.23
2089,29,all,107.5
2089,29,foreign-born,121.28
2089,29,native-born,104.85
2089,30,all,114.09
2089,30,foreign-born,128.71
2089,30,native-born,111.29
2089,31,all,116.55
2089,31,foreign-born,131.49
2089,31,native-born,113.69
2089,32,all,112.25
2089,32,foreign-born,126.64
2089,32,native-born,109.49
2089,33,all,105.03
2089,33,foreign-born,118.49
2089,33,native-born,102.45
2089,34,all,99.03
2089,34,foreign-born,111.73
2089,34,native-born,96.6
2089,35,all,90.86
2089,35,foreign-born,102.51
2089,35,native-born,88.63
2089,36,all,80.12
2089,36,foreign-born,90.39
2089,36,native-born,78.15
2089,37,all,65.01
2089,37,foreign-born,73.34
2089,37,native-born,63.41
2089,38,all,51.8
2089,38,foreign-born,58.44
2089,38,native-born,50.53
2089,39,all,40.38
2089,39,foreign-born,45.55
2089,39,native-born,39.38
2089,40,all,30.87
2089,40,foreign-born,34.83
2089,40,native-born,30.11
2089,41,all,21.94
2089,41,foreign-born,24.76
2089,41,native-born,21.4
2089,42,all,14.49
2089,42,foreign-born,16.35
2089,42,native-born,14.14
2089,43,all,8.93
2089,43,foreign-born,10.07
2089,43,native-born,8.71
2089,44,all,5.42
2089,44,foreign-born,6.12
2089,44,native-born,5.29
2089,45,all,3.27
2089,45,foreign-born,3.69
2089,45,native-born,3.19
2089,46,all,2.04
2089,46,foreign-born,2.3
2089,46,native-born,1.99
2089,47,all,1.13
2089,47,foreign-born,1.27
2089,47,native-born,1.1
2089,48,all,0.57
2089,48,foreign-born,0.65
2089,48,native-born,0.56
2089,49,all,1.18
2089,49,foreign-born,1.33
2089,49,native-born,1.15
2090,14,all,0.22
2090,14,foreign-born,0.25
2090,14,native-born,0.21
2090,15,all,0.62
2090,15,foreign-born,0.7
2090,15,native-born,0.6
2090,16,all,1.78
2090,16,foreign-born,2.01
2090,16,native-born,1.74
2090,17,all,3.59
2090,17,foreign-born,4.05
2090,17,native-born,3.5
2090,18,all,7.06
2090,18,foreign-born,7.97
2090,18,native-born,6.89
2090,19,all,15.58
2090,19,foreign-born,17.57
2090,19,native-born,15.19
2090,20,all,24.64
2090,20,foreign-born,27.8
2090,20,native-born,24.03
2090,21,all,33.44
2090,21,foreign-born,37.73
2090,21,native-born,32.62
2090,22,all,38.05
2090,22,foreign-born,42.93
2090,22,native-born,37.11
2090,23,all,42.4
2090,23,foreign-born,47.83
2090,23,native-born,41.35
2090,24,all,49.48
2090,24,foreign-born,55.82
2090,24,native-born,48.26
2090,25,all,56.28
2090,25,foreign-born,63.49
2090,25,native-born,54.9
2090,26,all,63.03
2090,26,foreign-born,71.11
2090,26,native-born,61.48
2090,27,all,76.14
2090,27,foreign-born,85.9
2090,27,native-born,74.27
2090,28,all,90.46
2090,28,foreign-born,102.05
2090,28,native-born,88.23
2090,29,all,107.51
2090,29,foreign-born,121.28
2090,29,native-born,104.85
2090,30,all,114.1
2090,30,foreign-born,128.71
2090,30,native-born,111.29
2090,31,all,116.56
2090,31,foreign-born,131.49
2090,31,native-born,113.69
2090,32,all,112.26
2090,32,foreign-born,126.64
2090,32,native-born,109.49
2090,33,all,105.04
2090,33,foreign-born,118.49
2090,33,native-born,102.45
2090,34,all,99.04
2090,34,foreign-born,111.73
2090,34,native-born,96.6
2090,35,all,90.87
2090,35,foreign-born,102.51
2090,35,native-born,88.63
2090,36,all,80.12
2090,36,foreign-born,90.39
2090,36,native-born,78.15
2090,37,all,65.02
2090,37,foreign-born,73.34
2090,37,native-born,63.41
2090,38,all,51.81
2090,38,foreign-born,58.44
2090,38,native-born,50.53
2090,39,all,40.38
2090,39,foreign-born,45.55
2090,39,native-born,39.38
2090,40,all,30.87
2090,40,foreign-born,34.83
2090,40,native-born,30.11
2090,41,all,21.94
2090,41,foreign-born,24.76
2090,41,native-born,21.4
2090,42,all,14.49
2090,42,foreign-born,16.35
2090,42,native-born,14.14
2090,43,all,8.93
2090,43,foreign-born,10.07
2090,43,native-born,8.71
2090,44,all,5.42
2090,44,foreign-born,6.12
2090,44,native-born,5.29
2090,45,all,3.27
2090,45,foreign-born,3.69
2090,45,native-born,3.19
2090,46,all,2.04
2090,46,foreign-born,2.3
2090,46,native-born,1.99
2090,47,all,1.13
2090,47,foreign-born,1.27
2090,47,native-born,1.1
2090,48,all,0.58
2090,48,foreign-born,0.65
2090,48,native-born,0.56
2090,49,all,1.18
2090,49,foreign-born,1.33
2090,49,native-born,1.15
2091,14,all,0.22
2091,14,foreign-born,0.25
2091,14,native-born,0.21
2091,15,all,0.62
2091,15,foreign-born,0.7
2091,15,native-born,0.6
2091,16,all,1.78
2091,16,foreign-born,2.01
2091,16,native-born,1.74
